player_id,game_id,team_id,opponent_id,is_home,game_date,season,season_5on5_icetime_per_game,season_5on5_shifts_per_game,szn_toi_per_game_5on5,szn_toi_per_game_pp,szn_toi_per_game_pk,szn_shifts_per_game_pp,szn_shifts_per_game_pk,d5_sog_per60,d10_sog_per60,d20_sog_per60,attempts_d10_per60,rest_days,b2b_flag,pace_matchup_index
8479420,2025020701,7,24,True,2026-01-10,2025,,,15.8246376811594,4.00757575757576,0.412222222222222,3.81818181818182,1.6,,,,,2,False,0.94994399502177971496
8479421,2025020709,26,22,False,2026-01-10,2025,,,8.15,0.424285714285714,0.316666666666667,0,1,,,,,1,True,1.01545737398879900000
8479425,2025020702,23,10,False,2026-01-10,2025,,,20.5531746031746,1.63888888888889,2.28412698412698,2.38095238095238,2.9047619047619,,,,,2,False,1.11372744243932790000
8479442,2025020702,10,23,True,2026-01-10,2025,,,19.2910256410256,0.595238095238095,2.22777777777778,1.42857142857143,3.08333333333333,,,,,2,False,0.91718730553827006962
8479525,2025020699,21,29,True,2026-01-10,2025,,,10.8386666666667,1.38650793650794,0.333333333333333,2.19047619047619,1,,,,,2,False,0.94994399502177971496
8479542,2025020705,14,4,False,2026-01-10,2025,,,14.0768518518519,1.82156862745098,2.8962962962963,2.29411764705882,4.44444444444444,,,,,4,False,0.91718730553827006962
8479576,2025020700,28,25,True,2026-01-10,2025,,,12.252380952381,0.466666666666667,3.19285714285714,1,4.14285714285714,,,,,45,False,0.94994399502177971496
8479591,2025020697,6,3,True,2026-01-10,2025,,,10.2351851851852,1.20512820512821,0.383333333333333,1.76923076923077,1,,,,,7,False,1.01545737398879900000
8479638,2025020698,5,20,True,2026-01-10,2025,,,11.9277777777778,1.54375,0.308333333333333,2.125,1.5,,,,,2,False,1.08097075295581830000
8479639,2025020710,54,19,True,2026-01-10,2025,,,15.9666666666667,0,0,0,0,,,,,2,False,0.88443061605476042428
8479661,2025020697,6,3,True,2026-01-10,2025,,,11.5166666666667,0.474242424242424,1.66587301587302,1.36363636363636,3.04761904761905,,,,,2,False,0.98270068450528936031
8479671,2025020699,29,21,False,2026-01-10,2025,,,13.2858974358974,0.522222222222222,1.6375,1,2.5,,,,,2,False,1.01545737398879900000
