date,capture_window,lane,exact_recovered,outcome_complete,month
2026-07-09,13:00,HITS_05_UNDER,2,2,2026-07
2026-07-09,13:00,HITS_15_UNDER,1,1,2026-07
2026-07-09,16:30,HITS_05_OVER,21,18,2026-07
2026-07-09,16:30,HITS_05_UNDER,1,1,2026-07
2026-07-09,16:30,HITS_15_OVER,1,1,2026-07
2026-07-09,16:30,HITS_15_UNDER,3,2,2026-07
2026-07-10,05:30,HITS_05_OVER,1,1,2026-07
2026-07-10,05:30,HITS_15_UNDER,1,0,2026-07
2026-07-10,11:00,HITS_05_OVER,1,1,2026-07
2026-07-10,11:00,HITS_15_OVER,1,1,2026-07
2026-07-10,11:00,HITS_15_UNDER,3,3,2026-07
2026-07-10,13:00,HITS_05_OVER,22,16,2026-07
2026-07-10,13:00,HITS_05_UNDER,7,4,2026-07
2026-07-10,13:00,HITS_15_OVER,1,1,2026-07
2026-07-10,13:00,HITS_15_UNDER,8,4,2026-07
2026-07-10,16:30,HITS_05_OVER,60,44,2026-07
2026-07-10,16:30,HITS_05_UNDER,7,1,2026-07
2026-07-10,16:30,HITS_15_UNDER,10,8,2026-07
2026-07-11,05:30,HITS_05_OVER,3,3,2026-07
2026-07-11,05:30,HITS_05_UNDER,2,0,2026-07
2026-07-11,05:30,HITS_15_UNDER,2,2,2026-07
2026-07-11,08:30,HITS_05_OVER,4,1,2026-07
2026-07-11,08:30,HITS_15_UNDER,2,1,2026-07
2026-07-11,11:00,HITS_05_OVER,8,8,2026-07
2026-07-11,11:00,HITS_05_UNDER,4,3,2026-07
2026-07-11,11:00,HITS_15_UNDER,2,1,2026-07
2026-07-11,13:00,HITS_05_OVER,53,44,2026-07
2026-07-11,13:00,HITS_05_UNDER,15,8,2026-07
2026-07-11,13:00,HITS_15_OVER,1,0,2026-07
2026-07-11,13:00,HITS_15_UNDER,8,6,2026-07
2026-07-11,16:30,HITS_05_OVER,11,10,2026-07
2026-07-11,16:30,HITS_05_UNDER,2,1,2026-07
2026-07-11,16:30,HITS_15_UNDER,3,3,2026-07
2026-07-12,05:30,HITS_05_OVER,32,0,2026-07
2026-07-12,05:30,HITS_05_UNDER,6,0,2026-07
2026-07-12,05:30,HITS_15_UNDER,4,0,2026-07
2026-07-12,08:30,HITS_05_OVER,100,0,2026-07
2026-07-12,08:30,HITS_05_UNDER,23,0,2026-07
2026-07-12,08:30,HITS_15_OVER,1,0,2026-07
2026-07-12,08:30,HITS_15_UNDER,8,0,2026-07
2026-07-12,11:00,HITS_05_OVER,55,0,2026-07
2026-07-12,11:00,HITS_05_UNDER,16,0,2026-07
2026-07-12,11:00,HITS_15_UNDER,3,0,2026-07
2026-07-12,13:00,HITS_05_OVER,37,0,2026-07
2026-07-12,13:00,HITS_05_UNDER,12,0,2026-07
2026-07-12,13:00,HITS_15_UNDER,11,0,2026-07
2026-07-19,05:30,HITS_05_OVER,11,10,2026-07
2026-07-19,05:30,HITS_05_UNDER,2,1,2026-07
2026-07-19,05:30,HITS_15_UNDER,4,3,2026-07
2026-07-19,08:30,HITS_05_OVER,22,16,2026-07
2026-07-19,08:30,HITS_05_UNDER,5,2,2026-07
2026-07-19,08:30,HITS_15_UNDER,4,2,2026-07
2026-07-19,11:00,HITS_05_OVER,24,16,2026-07
2026-07-19,11:00,HITS_05_UNDER,8,7,2026-07
2026-07-19,11:00,HITS_15_UNDER,11,9,2026-07
2026-07-19,13:00,HITS_05_OVER,12,10,2026-07
2026-07-19,13:00,HITS_05_UNDER,8,5,2026-07
2026-07-19,13:00,HITS_15_OVER,1,1,2026-07
2026-07-19,13:00,HITS_15_UNDER,7,6,2026-07
2026-07-20,05:30,HITS_05_UNDER,1,1,2026-07
2026-07-20,08:30,HITS_05_UNDER,1,1,2026-07
2026-07-20,08:30,HITS_15_UNDER,1,0,2026-07
2026-07-20,11:00,HITS_05_OVER,23,18,2026-07
2026-07-20,11:00,HITS_05_UNDER,2,1,2026-07
2026-07-20,13:00,HITS_05_OVER,67,60,2026-07
2026-07-20,13:00,HITS_05_UNDER,40,37,2026-07
2026-07-20,13:00,HITS_15_UNDER,5,5,2026-07
2026-07-20,16:30,HITS_05_OVER,22,18,2026-07
2026-07-20,16:30,HITS_05_UNDER,23,18,2026-07
2026-07-20,16:30,HITS_15_OVER,1,1,2026-07
2026-07-20,16:30,HITS_15_UNDER,14,11,2026-07
2026-07-21,05:30,HITS_05_OVER,2,2,2026-07
2026-07-21,05:30,HITS_15_UNDER,1,1,2026-07
2026-07-21,11:00,HITS_05_OVER,42,27,2026-07
2026-07-21,11:00,HITS_05_UNDER,4,2,2026-07
2026-07-21,13:00,HITS_05_OVER,54,44,2026-07
2026-07-21,13:00,HITS_05_UNDER,31,24,2026-07
2026-07-21,13:00,HITS_15_OVER,1,1,2026-07
2026-07-21,13:00,HITS_15_UNDER,6,5,2026-07
2026-07-21,16:30,HITS_05_OVER,32,22,2026-07
2026-07-21,16:30,HITS_05_UNDER,33,27,2026-07
2026-07-21,16:30,HITS_15_OVER,2,2,2026-07
2026-07-21,16:30,HITS_15_UNDER,13,10,2026-07
2026-07-22,05:30,HITS_05_OVER,5,3,2026-07
2026-07-22,05:30,HITS_05_UNDER,3,2,2026-07
2026-07-22,05:30,HITS_15_UNDER,3,0,2026-07
2026-07-22,08:30,HITS_05_OVER,70,59,2026-07
2026-07-22,08:30,HITS_05_UNDER,32,29,2026-07
2026-07-22,08:30,HITS_15_OVER,2,1,2026-07
2026-07-22,08:30,HITS_15_UNDER,11,9,2026-07
2026-07-22,11:00,HITS_05_OVER,8,8,2026-07
2026-07-22,11:00,HITS_05_UNDER,4,4,2026-07
2026-07-22,11:00,HITS_15_UNDER,1,1,2026-07
2026-07-22,13:00,HITS_05_OVER,48,42,2026-07
2026-07-22,13:00,HITS_05_UNDER,15,8,2026-07
2026-07-22,13:00,HITS_15_UNDER,6,5,2026-07
2026-07-22,16:30,HITS_05_OVER,7,5,2026-07
2026-07-22,16:30,HITS_05_UNDER,12,7,2026-07
2026-07-22,16:30,HITS_15_UNDER,1,1,2026-07
2026-07-23,05:30,HITS_05_OVER,4,3,2026-07
2026-07-23,05:30,HITS_15_OVER,1,0,2026-07
2026-07-23,05:30,HITS_15_UNDER,2,1,2026-07
2026-07-23,08:30,HITS_05_OVER,11,10,2026-07
2026-07-23,08:30,HITS_05_UNDER,6,5,2026-07
2026-07-23,08:30,HITS_15_UNDER,2,2,2026-07
2026-07-23,11:00,HITS_05_OVER,12,12,2026-07
2026-07-23,11:00,HITS_05_UNDER,3,1,2026-07
2026-07-23,11:00,HITS_15_OVER,1,1,2026-07
2026-07-23,11:00,HITS_15_UNDER,2,1,2026-07
2026-07-23,13:00,HITS_05_OVER,12,12,2026-07
2026-07-23,13:00,HITS_05_UNDER,6,5,2026-07
2026-07-23,13:00,HITS_15_UNDER,5,4,2026-07
2026-07-24,11:00,HITS_05_OVER,21,17,2026-07
2026-07-24,11:00,HITS_05_UNDER,12,10,2026-07
2026-07-24,11:00,HITS_15_UNDER,2,2,2026-07
2026-07-24,13:00,HITS_05_OVER,100,91,2026-07
2026-07-24,13:00,HITS_05_UNDER,41,34,2026-07
2026-07-24,13:00,HITS_15_OVER,1,1,2026-07
2026-07-24,13:00,HITS_15_UNDER,9,7,2026-07
2026-07-24,16:30,HITS_05_OVER,15,10,2026-07
2026-07-24,16:30,HITS_05_UNDER,8,6,2026-07
2026-07-24,16:30,HITS_15_OVER,1,1,2026-07
2026-07-24,16:30,HITS_15_UNDER,5,4,2026-07
2026-07-25,05:30,HITS_05_OVER,2,2,2026-07
2026-07-25,05:30,HITS_05_UNDER,5,4,2026-07
2026-07-25,08:30,HITS_05_OVER,11,6,2026-07
2026-07-25,08:30,HITS_05_UNDER,3,1,2026-07
2026-07-25,08:30,HITS_15_UNDER,2,1,2026-07
2026-07-25,13:00,HITS_05_OVER,35,32,2026-07
2026-07-25,13:00,HITS_05_UNDER,56,51,2026-07
2026-07-25,13:00,HITS_15_UNDER,3,1,2026-07
2026-07-25,16:30,HITS_05_OVER,84,73,2026-07
2026-07-25,16:30,HITS_05_UNDER,28,24,2026-07
2026-07-25,16:30,HITS_15_OVER,2,1,2026-07
2026-07-25,16:30,HITS_15_UNDER,10,9,2026-07
2026-07-26,05:30,HITS_05_OVER,27,19,2026-07
2026-07-26,05:30,HITS_05_UNDER,6,4,2026-07
2026-07-26,05:30,HITS_15_UNDER,7,3,2026-07
2026-07-26,08:30,HITS_05_OVER,53,45,2026-07
2026-07-26,08:30,HITS_05_UNDER,42,39,2026-07
2026-07-26,08:30,HITS_15_OVER,1,1,2026-07
2026-07-26,08:30,HITS_15_UNDER,10,10,2026-07
2026-07-26,11:00,HITS_05_OVER,33,25,2026-07
2026-07-26,11:00,HITS_05_UNDER,17,13,2026-07
2026-07-26,11:00,HITS_15_OVER,1,0,2026-07
2026-07-26,11:00,HITS_15_UNDER,5,5,2026-07
2026-07-26,13:00,HITS_05_OVER,10,9,2026-07
2026-07-26,13:00,HITS_05_UNDER,7,6,2026-07
2026-07-26,13:00,HITS_15_UNDER,1,1,2026-07
2026-07-27,05:30,HITS_05_OVER,3,3,2026-07
2026-07-27,05:30,HITS_05_UNDER,1,1,2026-07
2026-07-27,05:30,HITS_15_UNDER,1,1,2026-07
2026-07-27,08:30,HITS_15_UNDER,1,1,2026-07
2026-07-27,11:00,HITS_05_OVER,34,25,2026-07
2026-07-27,11:00,HITS_05_UNDER,4,2,2026-07
2026-07-27,11:00,HITS_15_UNDER,1,1,2026-07
2026-07-27,13:00,HITS_05_OVER,44,41,2026-07
2026-07-27,13:00,HITS_05_UNDER,30,22,2026-07
2026-07-27,13:00,HITS_15_OVER,1,1,2026-07
2026-07-27,13:00,HITS_15_UNDER,6,4,2026-07
2026-07-27,16:30,HITS_05_OVER,18,8,2026-07
2026-07-27,16:30,HITS_05_UNDER,10,5,2026-07
2026-07-27,16:30,HITS_15_OVER,2,1,2026-07
2026-07-27,16:30,HITS_15_UNDER,10,8,2026-07
2026-07-28,05:30,HITS_05_OVER,5,1,2026-07
2026-07-28,05:30,HITS_05_UNDER,2,2,2026-07
2026-07-28,08:30,HITS_05_OVER,13,5,2026-07
2026-07-28,08:30,HITS_05_UNDER,1,1,2026-07
2026-07-28,08:30,HITS_15_UNDER,1,1,2026-07
2026-07-28,11:00,HITS_05_OVER,12,9,2026-07
2026-07-28,11:00,HITS_05_UNDER,3,2,2026-07
2026-07-28,11:00,HITS_15_OVER,1,1,2026-07
2026-07-28,11:00,HITS_15_UNDER,2,0,2026-07
2026-07-28,13:00,HITS_05_OVER,55,48,2026-07
2026-07-28,13:00,HITS_05_UNDER,40,37,2026-07
2026-07-28,13:00,HITS_15_OVER,2,1,2026-07
2026-07-28,13:00,HITS_15_UNDER,4,2,2026-07
2026-07-28,16:30,HITS_05_OVER,30,20,2026-07
2026-07-28,16:30,HITS_05_UNDER,23,19,2026-07
2026-07-28,16:30,HITS_15_OVER,3,1,2026-07
2026-07-28,16:30,HITS_15_UNDER,16,10,2026-07
2026-07-29,05:30,HITS_05_OVER,25,18,2026-07
2026-07-29,05:30,HITS_05_UNDER,8,3,2026-07
2026-07-29,08:30,HITS_05_OVER,43,33,2026-07
2026-07-29,08:30,HITS_05_UNDER,18,11,2026-07
2026-07-29,08:30,HITS_15_UNDER,5,2,2026-07
2026-07-29,11:00,HITS_05_OVER,12,11,2026-07
2026-07-29,11:00,HITS_05_UNDER,15,14,2026-07
2026-07-29,11:00,HITS_15_UNDER,1,1,2026-07
2026-07-29,13:00,HITS_05_OVER,62,55,2026-07
2026-07-29,13:00,HITS_05_UNDER,14,11,2026-07
2026-07-29,13:00,HITS_15_OVER,1,1,2026-07
2026-07-29,13:00,HITS_15_UNDER,3,1,2026-07
2026-07-29,16:30,HITS_05_OVER,24,21,2026-07
2026-07-29,16:30,HITS_05_UNDER,23,16,2026-07
2026-07-29,16:30,HITS_15_OVER,2,1,2026-07
2026-07-29,16:30,HITS_15_UNDER,5,4,2026-07
2026-07-30,05:30,HITS_05_OVER,11,9,2026-07
2026-07-30,05:30,HITS_05_UNDER,3,2,2026-07
2026-07-30,05:30,HITS_15_OVER,1,0,2026-07
2026-07-30,05:30,HITS_15_UNDER,5,2,2026-07
2026-07-30,08:30,HITS_05_OVER,6,6,2026-07
2026-07-30,08:30,HITS_05_UNDER,4,4,2026-07
2026-07-30,11:00,HITS_05_OVER,16,13,2026-07
2026-07-30,11:00,HITS_05_UNDER,10,8,2026-07
2026-07-30,11:00,HITS_15_UNDER,1,1,2026-07
2026-07-30,13:00,HITS_05_OVER,28,23,2026-07
2026-07-30,13:00,HITS_05_UNDER,12,10,2026-07
2026-07-30,13:00,HITS_15_OVER,1,1,2026-07
2026-07-30,13:00,HITS_15_UNDER,5,2,2026-07
2026-07-30,16:30,HITS_05_OVER,15,11,2026-07
2026-07-30,16:30,HITS_05_UNDER,5,5,2026-07
2026-07-30,16:30,HITS_15_OVER,1,1,2026-07
2026-07-30,16:30,HITS_15_UNDER,1,1,2026-07
2026-07-31,05:30,HITS_05_OVER,1,1,2026-07
2026-07-31,05:30,HITS_05_UNDER,3,1,2026-07
2026-07-31,08:30,HITS_05_UNDER,1,1,2026-07
2026-07-31,11:00,HITS_05_OVER,12,8,2026-07
2026-07-31,11:00,HITS_05_UNDER,2,2,2026-07
2026-07-31,11:00,HITS_15_OVER,1,0,2026-07
2026-07-31,11:00,HITS_15_UNDER,2,2,2026-07
2026-07-31,13:00,HITS_05_OVER,98,87,2026-07
2026-07-31,13:00,HITS_05_UNDER,26,19,2026-07
2026-07-31,13:00,HITS_15_UNDER,13,7,2026-07
2026-07-31,16:30,HITS_05_OVER,20,13,2026-07
2026-07-31,16:30,HITS_05_UNDER,12,11,2026-07
2026-07-31,16:30,HITS_15_OVER,1,1,2026-07
2026-07-31,16:30,HITS_15_UNDER,8,8,2026-07
2026-08-01,05:30,HITS_05_OVER,3,2,2026-08
2026-08-01,05:30,HITS_05_UNDER,3,3,2026-08
2026-08-01,05:30,HITS_15_UNDER,2,0,2026-08
2026-08-01,08:30,HITS_05_OVER,10,8,2026-08
2026-08-01,08:30,HITS_05_UNDER,1,1,2026-08
2026-08-01,08:30,HITS_15_UNDER,3,1,2026-08
2026-08-01,11:00,HITS_05_OVER,19,17,2026-08
2026-08-01,11:00,HITS_05_UNDER,21,19,2026-08
2026-08-01,11:00,HITS_15_UNDER,2,1,2026-08
2026-08-01,13:00,HITS_05_OVER,78,69,2026-08
2026-08-01,13:00,HITS_05_UNDER,29,23,2026-08
2026-08-01,13:00,HITS_15_OVER,1,1,2026-08
2026-08-01,13:00,HITS_15_UNDER,9,4,2026-08
2026-08-01,16:30,HITS_05_OVER,7,4,2026-08
2026-08-01,16:30,HITS_05_UNDER,7,4,2026-08
2026-08-01,16:30,HITS_15_UNDER,12,10,2026-08
2026-08-02,05:30,HITS_05_OVER,14,11,2026-08
2026-08-02,05:30,HITS_05_UNDER,4,3,2026-08
2026-08-02,05:30,HITS_15_UNDER,2,0,2026-08
2026-08-02,08:30,HITS_05_OVER,70,48,2026-08
2026-08-02,08:30,HITS_05_UNDER,39,28,2026-08
2026-08-02,08:30,HITS_15_UNDER,4,2,2026-08
2026-08-02,11:00,HITS_05_OVER,22,17,2026-08
2026-08-02,11:00,HITS_05_UNDER,14,11,2026-08
2026-08-02,11:00,HITS_15_OVER,1,0,2026-08
2026-08-02,11:00,HITS_15_UNDER,8,6,2026-08
2026-08-02,13:00,HITS_05_OVER,16,13,2026-08
2026-08-02,13:00,HITS_05_UNDER,17,11,2026-08
2026-08-02,13:00,HITS_15_OVER,1,1,2026-08
2026-08-02,13:00,HITS_15_UNDER,4,3,2026-08
