population,metric,feature,family_size,unadjusted_two_sided_bootstrap_p,holm_adjusted_p,holm_significant_0_05,point_delta_ablation_minus_champion,fraction_draws_keeping_feature_better,interpretation
FROZEN_2025_VALIDATION,mae,league_total,22,0.0214,0.3424,False,-0.006854966870310476,0.0107,FWER sensitivity only; not sole screening interpretation
2026_SEQUENTIAL_EARLY,log_loss,strict_prior_total_run_factor,22,0.0056,0.112,False,0.005400600713644358,0.9972,FWER sensitivity only; not sole screening interpretation
2026_SEQUENTIAL_EARLY,log_loss,park_history_depth,22,0.4484,1.0,False,-0.0030450284910824126,0.2242,FWER sensitivity only; not sole screening interpretation
2026_SEQUENTIAL_EARLY,log_loss,game_number,22,0.4276,1.0,False,0.00010988106718443515,0.7862,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,mae,league_total,22,0.3772,1.0,False,-0.004693424681841406,0.1886,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,mae,home_offense,22,0.5456,1.0,False,0.0017288396177014334,0.7272,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,mae,home_prevention,22,0.9224,1.0,False,0.0005064786993409706,0.5388,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,mae,away_offense,22,0.5546,1.0,False,0.0016685137517911935,0.7227,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,mae,away_prevention,22,0.7234,1.0,False,0.000965832525156278,0.6383,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,mae,home_starter_ra9,22,0.5334,1.0,False,-0.0016338018781307537,0.2667,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,mae,away_starter_ra9,22,0.0428,0.8987999999999999,False,0.0025680371431894607,0.9786,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,mae,home_starter_prior_starts,22,0.769,1.0,False,-0.004339936170778392,0.3845,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,mae,away_starter_prior_starts,22,0.4286,1.0,False,0.0007956845347381863,0.7857,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,mae,home_expected_outs,22,0.1468,1.0,False,-0.006790464214379402,0.0734,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,mae,away_expected_outs,22,0.9266,1.0,False,-0.00023555240746735235,0.4633,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,mae,home_workload_uncertainty_outs,22,0.792,1.0,False,0.0013500165000109245,0.604,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,mae,away_workload_uncertainty_outs,22,0.7676,1.0,False,-0.00011693228650272409,0.3838,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,mae,home_bullpen_ra9,22,0.8,1.0,False,-0.0008930721433081022,0.4,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,mae,away_bullpen_ra9,22,0.8042,1.0,False,0.00038571531744465543,0.5979,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,mae,home_bullpen_likely_available_reliever_count,22,0.525,1.0,False,-0.0032616146858042423,0.2625,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,mae,away_bullpen_likely_available_reliever_count,22,0.7912,1.0,False,-0.0003102933667891905,0.3956,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,mae,home_bullpen_recent_innings_burden,22,0.6882,1.0,False,0.0001119758823926342,0.6559,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,mae,away_bullpen_recent_innings_burden,22,0.6178,1.0,False,-0.0016637001481931333,0.3089,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,mae,strict_prior_total_run_factor,22,0.2428,1.0,False,0.028450104336317176,0.8786,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,mae,park_history_depth,22,0.0002,0.0044,True,0.15192241167239798,0.9999,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,mae,game_number,22,0.394,1.0,False,-0.001739225602136452,0.197,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,crps,league_total,22,0.0002,0.0044,True,0.011999954759875546,0.9999,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,crps,home_offense,22,0.9328,1.0,False,0.00014544450932806315,0.5336,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,crps,home_prevention,22,0.8524,1.0,False,-0.0004895311267435713,0.4262,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,crps,away_offense,22,0.5868,1.0,False,-0.0009382642861209921,0.2934,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,crps,away_prevention,22,0.889,1.0,False,0.000252264460374446,0.5555,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,crps,home_starter_ra9,22,0.0398,0.7164,False,-0.0034470587587118362,0.0199,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,crps,away_starter_ra9,22,0.1122,1.0,False,0.0013139973299215687,0.9439,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,crps,home_starter_prior_starts,22,0.0046,0.092,False,0.02320538621078126,0.9977,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,crps,away_starter_prior_starts,22,0.001,0.021,True,0.0020769467955592895,0.9995,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,crps,home_expected_outs,22,0.1862,1.0,False,-0.004032478017219592,0.0931,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,crps,away_expected_outs,22,0.6788,1.0,False,-0.0007193601016448369,0.3394,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,crps,home_workload_uncertainty_outs,22,0.6114,1.0,False,-0.0012719877706313186,0.3057,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,crps,away_workload_uncertainty_outs,22,0.3502,1.0,False,-0.00027234199121977526,0.1751,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,crps,home_bullpen_ra9,22,0.8226,1.0,False,0.0005219330224487481,0.5887,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,crps,away_bullpen_ra9,22,0.4832,1.0,False,0.0008640712259531983,0.7584,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,crps,home_bullpen_likely_available_reliever_count,22,0.0836,1.0,False,-0.006158437799606631,0.0418,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,crps,away_bullpen_likely_available_reliever_count,22,0.1178,1.0,False,0.0012266608766250942,0.9411,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,crps,home_bullpen_recent_innings_burden,22,0.8394,1.0,False,4.43789593582516e-05,0.5803,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,crps,away_bullpen_recent_innings_burden,22,0.865,1.0,False,-0.0003857888581888688,0.4325,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,crps,strict_prior_total_run_factor,22,0.2492,1.0,False,0.01928151842530399,0.8754,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,crps,park_history_depth,22,0.6018,1.0,False,-0.0137080023182602,0.3009,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,crps,game_number,22,0.0254,0.4826,False,-0.0023519696228575596,0.0127,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,brier,league_total,22,0.0088,0.18480000000000002,False,0.0010920625292735295,0.9956,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,brier,home_offense,22,0.7442,1.0,False,6.225183147053176e-05,0.6279,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,brier,home_prevention,22,0.8162,1.0,False,6.193255677806979e-05,0.5919,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,brier,away_offense,22,0.818,1.0,False,-4.48053595964999e-05,0.409,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,brier,away_prevention,22,0.7384,1.0,False,6.729254912232998e-05,0.6308,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,brier,home_starter_ra9,22,0.0688,1.0,False,-0.00036248906574700584,0.0344,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,brier,away_starter_ra9,22,0.108,1.0,False,0.00016156362236778368,0.946,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,brier,home_starter_prior_starts,22,0.032,0.64,False,0.0020114402539415615,0.984,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,brier,away_starter_prior_starts,22,0.003,0.066,False,0.00022783561852392502,0.9985,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,brier,home_expected_outs,22,0.1364,1.0,False,-0.000538221594962973,0.0682,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,brier,away_expected_outs,22,0.6558,1.0,False,-8.120253903981693e-05,0.3279,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,brier,home_workload_uncertainty_outs,22,0.8556,1.0,False,-4.912740318877639e-05,0.4278,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,brier,away_workload_uncertainty_outs,22,0.2672,1.0,False,-3.6161247603835345e-05,0.1336,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,brier,home_bullpen_ra9,22,0.816,1.0,False,-5.554570761375965e-05,0.408,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,brier,away_bullpen_ra9,22,0.6254,1.0,False,6.656639650251792e-05,0.6873,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,brier,home_bullpen_likely_available_reliever_count,22,0.1138,1.0,False,-0.000638305299593789,0.0569,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,brier,away_bullpen_likely_available_reliever_count,22,0.1678,1.0,False,0.00011537105819388789,0.9161,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,brier,home_bullpen_recent_innings_burden,22,0.8802,1.0,False,3.554096240058905e-06,0.5599,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,brier,away_bullpen_recent_innings_burden,22,0.752,1.0,False,-7.577479655711055e-05,0.376,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,brier,strict_prior_total_run_factor,22,0.4858,1.0,False,0.0012834129947328634,0.7571,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,brier,park_history_depth,22,0.9046,1.0,False,0.000375610562563022,0.5477,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,brier,game_number,22,0.0712,1.0,False,-0.0002300190723073753,0.0356,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,log_loss,league_total,22,0.0046,0.09659999999999999,False,0.002780691231358397,0.9977,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,log_loss,home_offense,22,0.672,1.0,False,0.00018138431924697126,0.664,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,log_loss,home_prevention,22,0.667,1.0,False,0.0002603725942602852,0.6665,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,log_loss,away_offense,22,0.8336,1.0,False,-9.062907388917913e-05,0.4168,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,log_loss,away_prevention,22,0.7496,1.0,False,0.00015253372810834559,0.6252,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,log_loss,home_starter_ra9,22,0.0574,1.0,False,-0.0008899391299353287,0.0287,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,log_loss,away_starter_ra9,22,0.1412,1.0,False,0.00035044653924542476,0.9294,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,log_loss,home_starter_prior_starts,22,0.0216,0.43200000000000005,False,0.005225653554944811,0.9892,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,log_loss,away_starter_prior_starts,22,0.002,0.044,True,0.0005599140218621469,0.999,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,log_loss,home_expected_outs,22,0.1394,1.0,False,-0.0012486052746480871,0.0697,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,log_loss,away_expected_outs,22,0.6568,1.0,False,-0.00018187532196424155,0.3284,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,log_loss,home_workload_uncertainty_outs,22,0.838,1.0,False,-0.00013489392264667585,0.419,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,log_loss,away_workload_uncertainty_outs,22,0.2282,1.0,False,-9.157829530325404e-05,0.1141,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,log_loss,home_bullpen_ra9,22,0.7024,1.0,False,-0.00021486790390763086,0.3512,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,log_loss,away_bullpen_ra9,22,0.6088,1.0,False,0.0001638766279431708,0.6956,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,log_loss,home_bullpen_likely_available_reliever_count,22,0.0924,1.0,False,-0.0015511077473480384,0.0462,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,log_loss,away_bullpen_likely_available_reliever_count,22,0.1772,1.0,False,0.0002632648673649604,0.9114,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,log_loss,home_bullpen_recent_innings_burden,22,0.849,1.0,False,1.0388412874509322e-05,0.5755,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,log_loss,away_bullpen_recent_innings_burden,22,0.7772,1.0,False,-0.0001588051150703987,0.3886,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,log_loss,strict_prior_total_run_factor,22,0.539,1.0,False,0.0025772115726225915,0.7305,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,log_loss,park_history_depth,22,0.9508,1.0,False,-0.00043711423637615205,0.4754,FWER sensitivity only; not sole screening interpretation
2026_LATE_HOLDOUT,log_loss,game_number,22,0.0654,1.0,False,-0.0005303990824230494,0.0327,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,league_total,22,0.375,1.0,False,-0.00746146587591735,0.1875,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,home_offense,22,0.647,1.0,False,0.0013353416938321299,0.6765,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,home_prevention,22,0.7614,1.0,False,-0.0013556272017078074,0.3807,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,away_offense,22,0.716,1.0,False,0.0017653488374659327,0.642,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,away_prevention,22,0.4824,1.0,False,-0.004014945199517967,0.2412,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,home_starter_ra9,22,0.453,1.0,False,0.004177970773406323,0.7735,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,away_starter_ra9,22,0.1278,1.0,False,0.0032125879307931767,0.9361,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,home_starter_prior_starts,22,0.9556,1.0,False,0.0021690949862810762,0.5222,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,away_starter_prior_starts,22,0.89,1.0,False,-0.00021711381555258085,0.445,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,home_expected_outs,22,0.722,1.0,False,0.002551747883793486,0.639,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,away_expected_outs,22,0.794,1.0,False,-0.0009981557898288867,0.397,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,home_workload_uncertainty_outs,22,0.5782,1.0,False,-0.004631173366696879,0.2891,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,away_workload_uncertainty_outs,22,0.3852,1.0,False,0.000695969676025075,0.8074,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,home_bullpen_ra9,22,0.5742,1.0,False,0.002656799797198911,0.7129,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,away_bullpen_ra9,22,0.5674,1.0,False,0.002083844252683569,0.7163,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,home_bullpen_likely_available_reliever_count,22,0.862,1.0,False,-0.0010872064630124162,0.431,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,away_bullpen_likely_available_reliever_count,22,0.015,0.315,False,-0.004019179898251566,0.0075,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,home_bullpen_recent_innings_burden,22,0.5042,1.0,False,0.00025984532179120125,0.7479,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,away_bullpen_recent_innings_burden,22,0.1242,1.0,False,-0.004940838646222446,0.0621,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,strict_prior_total_run_factor,22,0.035,0.665,False,0.05478167623644557,0.9825,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,park_history_depth,22,0.0234,0.468,False,0.14923413978823766,0.9883,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,game_number,22,0.0048,0.10559999999999999,False,0.0019662961569223225,0.9976,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,league_total,22,0.0032,0.0704,False,0.008906086383141129,0.9984,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,home_offense,22,0.3694,1.0,False,-0.0017741666100378052,0.1847,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,home_prevention,22,0.6518,1.0,False,-0.0011794195005730489,0.3259,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,away_offense,22,0.97,1.0,False,7.496257756553421e-05,0.515,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,away_prevention,22,0.5482,1.0,False,-0.0020986622621753893,0.2741,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,home_starter_ra9,22,0.4052,1.0,False,0.002768186377328097,0.7974,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,away_starter_ra9,22,0.6496,1.0,False,0.0007063566637365129,0.6752,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,home_starter_prior_starts,22,0.006,0.126,False,0.024700627327836597,0.997,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,away_starter_prior_starts,22,0.1276,1.0,False,0.0012402329860729212,0.9362,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,home_expected_outs,22,0.3534,1.0,False,0.004060231928736641,0.8233,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,away_expected_outs,22,0.6854,1.0,False,-0.0010689911190862207,0.3427,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,home_workload_uncertainty_outs,22,0.5278,1.0,False,-0.003270850515318595,0.2639,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,away_workload_uncertainty_outs,22,0.0072,0.144,False,0.0010967223686488559,0.9964,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,home_bullpen_ra9,22,0.309,1.0,False,0.002966672983826899,0.8455,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,away_bullpen_ra9,22,0.366,1.0,False,0.002042742949764912,0.817,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,home_bullpen_likely_available_reliever_count,22,0.0266,0.5054,False,-0.00710953190958868,0.0133,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,away_bullpen_likely_available_reliever_count,22,0.5498,1.0,False,-0.0005747108263811704,0.2749,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,home_bullpen_recent_innings_burden,22,0.73,1.0,False,-9.398420878261294e-05,0.365,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,away_bullpen_recent_innings_burden,22,0.0388,0.6984,False,-0.003105397026577028,0.0194,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,strict_prior_total_run_factor,22,0.1054,1.0,False,0.02384965432303295,0.9473,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,park_history_depth,22,0.5378,1.0,False,0.01793111334617705,0.7311,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,game_number,22,0.6788,1.0,False,0.0007484780165680714,0.6606,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,league_total,22,0.0242,0.5082,False,0.0011075944507398323,0.9879,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,home_offense,22,0.4698,1.0,False,-0.00014851345795077216,0.2349,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,home_prevention,22,0.7758,1.0,False,-6.90818636001076e-05,0.3879,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,away_offense,22,0.9232,1.0,False,3.27685612080218e-05,0.5384,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,away_prevention,22,0.5742,1.0,False,-0.00022659885396699055,0.2871,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,home_starter_ra9,22,0.5724,1.0,False,0.0002328548982378214,0.7138,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,away_starter_ra9,22,0.5742,1.0,False,9.853099270532659e-05,0.7129,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,home_starter_prior_starts,22,0.0222,0.4884,False,0.0028525692332291544,0.9889,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,away_starter_prior_starts,22,0.084,1.0,False,0.00016248948299284888,0.958,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,home_expected_outs,22,0.4574,1.0,False,0.0004388347449559232,0.7713,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,away_expected_outs,22,0.907,1.0,False,-2.771459061462051e-05,0.4535,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,home_workload_uncertainty_outs,22,0.5392,1.0,False,-0.00037231670305974755,0.2696,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,away_workload_uncertainty_outs,22,0.0898,1.0,False,8.769639034026634e-05,0.9551,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,home_bullpen_ra9,22,0.3808,1.0,False,0.00024705557611895624,0.8096,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,away_bullpen_ra9,22,0.3988,1.0,False,0.00022702007634875455,0.8006,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,home_bullpen_likely_available_reliever_count,22,0.0428,0.856,False,-0.000739020866257524,0.0214,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,away_bullpen_likely_available_reliever_count,22,0.5458,1.0,False,-7.035451640158143e-05,0.2729,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,home_bullpen_recent_innings_burden,22,0.713,1.0,False,-1.1835933782979997e-05,0.3565,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,away_bullpen_recent_innings_burden,22,0.0798,1.0,False,-0.00032561330767501685,0.0399,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,strict_prior_total_run_factor,22,0.1376,1.0,False,0.002402003862965797,0.9312,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,park_history_depth,22,0.6692,1.0,False,0.0016004145172813667,0.6654,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,game_number,22,0.638,1.0,False,0.00012127481678828659,0.681,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,log_loss,league_total,22,0.009,0.19799999999999998,False,0.002827753272488781,0.9955,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,log_loss,home_offense,22,0.3732,1.0,False,-0.00043536336454308325,0.1866,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,log_loss,home_prevention,22,0.8686,1.0,False,-8.595124447745367e-05,0.4343,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,log_loss,away_offense,22,0.9218,1.0,False,7.33598332062971e-05,0.5391,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,log_loss,away_prevention,22,0.5948,1.0,False,-0.0004801205551408747,0.2974,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,log_loss,home_starter_ra9,22,0.5364,1.0,False,0.0005947675403252339,0.7318,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,log_loss,away_starter_ra9,22,0.6724,1.0,False,0.00017235629995444155,0.6638,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,log_loss,home_starter_prior_starts,22,0.0148,0.3108,False,0.006753593986909205,0.9926,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,log_loss,away_starter_prior_starts,22,0.0488,0.9272,False,0.00042182930996356976,0.9756,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,log_loss,home_expected_outs,22,0.3948,1.0,False,0.001182448825884575,0.8026,FWER sensitivity only; not sole screening interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,log_loss,away_expected_outs,22,0.9784,1.0,False,-6.9078783985174695e-06,0.4892,FWER sensitivity only; not sole screening interpretation
