full_name,player_id,game_id,team_id,line,p_over,game_date
P. Dubois,8479400,2025020402,15,2.5,0.1799053459712445,2025-11-30
N. Bastian,8479414,2025020405,25,2.5,0.1866979851390357,2025-11-30
B. Duhaime,8479520,2025020402,15,2.5,0.0676121513643954,2025-11-30
J. Robertson,8480027,2025020405,25,2.5,0.1774498080655862,2025-11-30
M. Frost,8480028,2025020404,20,2.5,0.1150823043004731,2025-11-30
R. Poehling,8480068,2025020403,24,2.5,0.1225136788047889,2025-11-30
F. Zetterlund,8480188,2025020405,9,2.5,0.1381922940465753,2025-11-30
E. Robinson,8480762,2025020404,12,2.5,0.0532184878743078,2025-11-30
J. Farabee,8480797,2025020404,20,2.5,0.1035524892124331,2025-11-30
B. Tkachuk,8480801,2025020405,9,2.5,0.1821174648899529,2025-11-30
J. Kotkaniemi,8480829,2025020404,12,2.5,0.074835312317469,2025-11-30
A. Svechnikov,8480830,2025020404,12,2.5,0.0929086576552734,2025-11-30
O. Bäck,8480840,2025020405,25,2.5,0.1422869803592077,2025-11-30
M. Pospisil,8481028,2025020404,20,2.5,0.1162442632287109,2025-11-30
Y. Sharangovich,8481068,2025020404,20,2.5,0.1109222984357873,2025-11-30
K. MacLean,8481237,2025020402,2,2.5,0.087805782464274,2025-11-30
J. Beecher,8481556,2025020404,20,2.5,0.1533901828076722,2025-11-30
C. McMichael,8481580,2025020402,15,2.5,0.1871206798526743,2025-11-30
S. Holmstrom,8481601,2025020402,2,2.5,0.1866560642770962,2025-11-30
I. Mikheyev,8481624,2025020403,16,2.5,0.1161183630327366,2025-11-30
A. Protas,8481656,2025020402,15,2.5,0.1346802707320009,2025-11-30
N. Nesterenko,8481754,2025020403,24,2.5,0.08048731284152,2025-11-30
C. Zary,8482074,2025020404,20,2.5,0.2832608469790535,2025-11-30
J. Sourdif,8482088,2025020402,15,2.5,0.117950280443561,2025-11-30
R. Greig,8482092,2025020405,9,2.5,0.1280161147774482,2025-11-30
S. Jarvis,8482093,2025020404,12,2.5,0.1104708504019168,2025-11-30
S. Colangelo,8482118,2025020403,24,2.5,0.1376535327791743,2025-11-30
M. Bourque,8482145,2025020405,25,2.5,0.1042176252400735,2025-11-30
H. Lapierre,8482148,2025020402,15,2.5,0.1348756191216447,2025-11-30
L. Slaggert,8482172,2025020403,16,2.5,0.1108369784529645,2025-11-30
E. Heineman,8482476,2025020402,2,2.5,0.1829413321923762,2025-11-30
M. Coronato,8482679,2025020404,20,2.5,0.1156414326265661,2025-11-30
L. Stankoven,8482702,2025020404,12,2.5,0.1802557075570907,2025-11-30
C. Dach,8482703,2025020403,16,2.5,0.1317231592953732,2025-11-30
M. McTavish,8482745,2025020403,24,2.5,0.2062419824590232,2025-11-30
J. Blake,8482809,2025020404,12,2.5,0.0899466728003237,2025-11-30
C. Gauthier,8483445,2025020403,24,2.5,0.1941269823264784,2025-11-30
R. Greene,8483450,2025020403,16,2.5,0.0928737064255638,2025-11-30
F. Nazar,8483493,2025020403,16,2.5,0.1518489730482121,2025-11-30
M. Gatcomb,8483553,2025020402,2,2.5,0.1053953027654162,2025-11-30
E. Frank,8483573,2025020402,15,2.5,0.0989902780000117,2025-11-30
A. Klapka,8483609,2025020404,20,2.5,0.0737258776590485,2025-11-30
C. Bedard,8484144,2025020403,16,2.5,0.1918620109950246,2025-11-30
S. Honzek,8484180,2025020404,20,2.5,0.6654974496549628,2025-11-30
R. Leonard,8484186,2025020402,15,2.5,0.1254295500441067,2025-11-30
O. Moore,8484197,2025020403,16,2.5,0.1033806635913155,2025-11-30
C. Ritchie,8484221,2025020402,2,2.5,0.6652647176932603,2025-11-30
B. Sennecke,8484762,2025020403,24,2.5,0.0784096027803468,2025-11-30
J. Hryckowian,8484829,2025020405,25,2.5,0.0836499796551827,2025-11-30
M. Tsyplakov,8484958,2025020402,2,2.5,0.1882873231200893,2025-11-30
M. Shabanov,8485702,2025020402,2,2.5,0.0725274823087761,2025-11-30
A. Ovechkin,8471214,2025020402,15,3.5,0.3285049458290185,2025-11-30
N. Foligno,8473422,2025020403,16,3.5,0.1209866902708284,2025-11-30
C. Giroux,8473512,2025020405,9,3.5,0.1554509937386432,2025-11-30
J. Staal,8473533,2025020404,12,3.5,0.0349853919195369,2025-11-30
A. Killorn,8473986,2025020403,24,3.5,0.2379606143783502,2025-11-30
Jamie Benn,8473994,2025020405,25,3.5,0.2789725781488515,2025-11-30
D. Perron,8474102,2025020405,9,3.5,0.1135950704216089,2025-11-30
M. Backlund,8474150,2025020404,20,3.5,0.1135183013062909,2025-11-30
L. Eller,8474189,2025020405,9,3.5,0.1029285914357869,2025-11-30
K. Palmieri,8475151,2025020402,2,3.5,0.3492416770110523,2025-11-30
M. Duchene,8475168,2025020405,25,3.5,0.1545479755104032,2025-11-30
N. Kadri,8475172,2025020404,20,3.5,0.1828592306316183,2025-11-30
C. Kreider,8475184,2025020403,24,3.5,0.2437124528180484,2025-11-30
C. Cizikas,8475231,2025020402,2,3.5,0.1413831988780179,2025-11-30
A. Lee,8475314,2025020402,2,3.5,0.3734325276920896,2025-11-30
N. Dowd,8475343,2025020402,15,3.5,0.0774337242391123,2025-11-30
T. Hall,8475791,2025020404,12,3.5,0.0584063861469137,2025-11-30
T. Seguin,8475794,2025020405,25,3.5,0.1500435853867282,2025-11-30
M. Granlund,8475798,2025020403,24,3.5,0.2804197699579372,2025-11-30
C. Blackwell,8476278,2025020405,25,3.5,0.0575536323242562,2025-11-30
N. Cousins,8476393,2025020405,9,3.5,0.0723205182858691,2025-11-30
B. Coleman,8476399,2025020404,20,3.5,0.1176713431094626,2025-11-30
J. Pageau,8476419,2025020402,2,3.5,0.2017345722248521,2025-11-30
J. Huberdeau,8476456,2025020404,20,3.5,0.1859944828033722,2025-11-30
R. Strome,8476458,2025020403,24,3.5,0.2354356967200226,2025-11-30
M. Jankowski,8476873,2025020404,12,3.5,0.0291876391607744,2025-11-30
T. Wilson,8476880,2025020402,15,3.5,0.2885390203863875,2025-11-30
T. Teravainen,8476882,2025020403,16,3.5,0.1855705808217811,2025-11-30
R. Faksa,8476889,2025020405,25,3.5,0.1432733518039671,2025-11-30
J. Martinook,8476921,2025020404,12,3.5,0.1138178100524693,2025-11-30
K. MacDermid,8477073,2025020405,9,3.5,0.0854697347143019,2025-11-30
A. Duclair,8477407,2025020402,2,3.5,0.1894377422535475,2025-11-30
