full_name,player_id,game_id,team_id,line,p_over,price_over,p_over_mkt,edge_over,fair_over,game_date
P. Laine,8479339,2025020997,8,0.5,0.2354269834982751,,,,+325,2026-03-07
C. Keller,8479343,2025020995,68,0.5,0.7838810625062063,-185.0,0.6491228070175439,0.13475825548866238,-363,2026-03-07
J. Chychrun,8479345,2025020990,15,0.5,0.757168776911339,-149.0,0.5983935742971888,0.15877520261415023,-312,2026-03-07
B. Malenstyn,8479359,2025020992,7,0.5,0.5243729022634671,,,,-110,2026-03-07
J. Woll,8479361,2025020994,10,0.5,0.2460455056313992,,,,+306,2026-03-07
A. Peeke,8479369,2025020990,6,0.5,0.4179741342781815,,,,+139,2026-03-07
T. Jost,8479370,2025020992,18,0.5,0.5956675415700285,,,,-147,2026-03-07
D. Fabbro,8479371,2025020995,29,0.5,0.6109676751116334,,,,-157,2026-03-07
J. Mahura,8479372,2025021000,55,0.5,0.3560542546597532,,,,+181,2026-03-07
L. Stanley,8479378,2025020992,7,0.5,0.7149582477993295,,,,-251,2026-03-07
T. Raddysh,8479390,2025020991,3,0.5,0.3261742683718456,,,,+207,2026-03-07
D. Cholowski,8479395,2025020991,1,0.5,0.4848700850263156,,,,+106,2026-03-07
S. Girard,8479398,2025020993,5,0.5,0.378076388934055,,,,+164,2026-03-07
P. Dubois,8479400,2025020990,15,0.5,0.8436408914197798,100.0,0.5,0.3436408914197798,-540,2026-03-07
J. Bean,8479402,2025020998,20,0.5,0.4756585198868693,,,,+110,2026-03-07
J. Bratt,8479407,2025020991,1,0.5,0.7526300704650514,-149.0,0.5983935742971888,0.1542364961678626,-304,2026-03-07
M. Sergachev,8479410,2025020995,68,0.5,0.6774740775234851,,,,-210,2026-03-07
T. Thompson,8479420,2025020992,7,0.5,0.9488161579058982,,,,-1854,2026-03-07
J. Moverare,8479421,2025020997,26,0.5,0.2719960958232576,,,,+268,2026-03-07
F. Hronek,8479425,2025020996,23,0.5,0.6053734923296623,120.0,0.45454545454545453,0.15082803778420778,-153,2026-03-07
