population,variant,omitted_feature,mae,rmse,actual_minus_forecast_bias,mae_delta,rmse_delta,actual_minus_forecast_bias_delta,champion_mae,champion_rmse,champion_actual_minus_forecast_bias
PROSPECTIVE_AUG17_28_CLEAN_RAW,RAW_MINUS_AWAY_WORKLOAD_UNCERTAINTY_OUTS_REFIT_V1,away_workload_uncertainty_outs,3.719037794026791,4.614505124155946,0.45578601544391606,0.0006603291795070909,0.0018659935442988385,0.0003982311056245358,3.718377464847284,4.612639130611647,0.4553877843382915
PROSPECTIVE_AUG17_28_CLEAN_RAW,RAW_MINUS_HOME_BULLPEN_RA9_REFIT_V1,home_bullpen_ra9,3.7214824383327048,4.610872063148626,0.4303166610444053,0.0031049734854207145,-0.0017670674630210215,-0.02507112329388622,3.718377464847284,4.612639130611647,0.4553877843382915
PROSPECTIVE_AUG17_28_CLEAN_RAW,RAW_MINUS_AWAY_BULLPEN_RA9_REFIT_V1,away_bullpen_ra9,3.719107438342107,4.61125939318113,0.4388069371540765,0.0007299734948231773,-0.001379737430517558,-0.016580847184215042,3.718377464847284,4.612639130611647,0.4553877843382915
PROSPECTIVE_AUG17_28_CLEAN_RAW,RAW_MINUS_HOME_BULLPEN_LIKELY_AVAILABLE_RELIEVER_COUNT_REFIT_V1,home_bullpen_likely_available_reliever_count,3.708809461670239,4.602621742998201,0.4553626859385487,-0.009568003177045092,-0.010017387613446616,-2.5098399742851107e-05,3.718377464847284,4.612639130611647,0.4553877843382915
PROSPECTIVE_AUG17_28_CLEAN_RAW,RAW_MINUS_AWAY_BULLPEN_LIKELY_AVAILABLE_RELIEVER_COUNT_REFIT_V1,away_bullpen_likely_available_reliever_count,3.714688178185669,4.60987112578685,0.4573286377027135,-0.0036892866616149433,-0.00276800482479711,0.0019408533644219572,3.718377464847284,4.612639130611647,0.4553877843382915
PROSPECTIVE_AUG17_28_CLEAN_RAW,RAW_MINUS_HOME_BULLPEN_RECENT_INNINGS_BURDEN_REFIT_V1,home_bullpen_recent_innings_burden,3.7182551434753615,4.612211851304457,0.45442736804653894,-0.00012232137192258463,-0.0004272793071899983,-0.000960416291752586,3.718377464847284,4.612639130611647,0.4553877843382915
PROSPECTIVE_AUG17_28_CLEAN_RAW,RAW_MINUS_AWAY_BULLPEN_RECENT_INNINGS_BURDEN_REFIT_V1,away_bullpen_recent_innings_burden,3.715279919352682,4.605718829705544,0.44781970695805595,-0.003097545494601839,-0.006920300906103627,-0.007568077380235572,3.718377464847284,4.612639130611647,0.4553877843382915
PROSPECTIVE_AUG17_28_CLEAN_RAW,RAW_MINUS_STRICT_PRIOR_TOTAL_RUN_FACTOR_REFIT_V1,strict_prior_total_run_factor,3.750850501169974,4.644848773224059,0.5342777784103665,0.03247303632269016,0.032209642612411216,0.07888999407207498,3.718377464847284,4.612639130611647,0.4553877843382915
PROSPECTIVE_AUG17_28_CLEAN_RAW,RAW_MINUS_PARK_HISTORY_DEPTH_REFIT_V1,park_history_depth,3.8063943947670613,4.629178816284242,-0.0837125118396741,0.08801692991977728,0.016539685672595006,-0.5391002961779656,3.718377464847284,4.612639130611647,0.4553877843382915
PROSPECTIVE_AUG17_28_CLEAN_RAW,RAW_MINUS_GAME_NUMBER_REFIT_V1,game_number,3.720672701554265,4.613092684866303,0.4514634802869794,0.002295236706980841,0.0004535542546557636,-0.003924304051312111,3.718377464847284,4.612639130611647,0.4553877843382915
ALL_GOVERNED_EVALUATION,CHAMPION,NONE,3.5871801190247257,4.5748211902034654,0.3769194346111908,0.0,0.0,0.0,,,
ALL_GOVERNED_EVALUATION,RAW_MINUS_LEAGUE_TOTAL_REFIT_V1,league_total,3.585555576410778,4.580010927750274,0.4335814068883249,-0.0016245426139476216,0.005189737546808182,0.0566619722771341,3.5871801190247257,4.5748211902034654,0.3769194346111908
