identity,date,game_id,player_id,prediction_timestamp,scheduled_game_start,strict_pregame,model_semantic_name,model_artifact_sha256,p_over,target,actual_hits,outcome_attachment_contract,outcome_status,outcome_source,baseline_a_population,hitter_prior_resolved_games,hitter_prior_hits,baseline_b_hitter_shrunk
824160:664702:hits:0.5,2026-08-03,824160,664702,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.3758123590805667,1.0,2.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,30,11.0,0.4106765397960676
824160:664770:hits:0.5,2026-08-03,824160,664770,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5018925104746145,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,45,29.0,0.634069971929256
824160:664774:hits:0.5,2026-08-03,824160,664774,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5182624324417032,,,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,UNRESOLVED_NO_OFFICIAL_APPEARANCE_OR_ELIGIBLE_OUTCOME,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,19,8.0,0.4668780930463174
824160:665489:hits:0.5,2026-08-03,824160,665489,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6206993057606031,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,46,26.0,0.566772379856492
824160:665926:hits:0.5,2026-08-03,824160,665926,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5486668165062332,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,34,17.0,0.5144216312440612
824160:666211:hits:0.5,2026-08-03,824160,666211,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5906868989742571,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,32,18.0,0.5651427128062643
824160:670623:hits:0.5,2026-08-03,824160,670623,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5798347113159887,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,61,40.0,0.6464595436558053
824160:672386:hits:0.5,2026-08-03,824160,672386,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6425361049058205,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,31,20.0,0.6309156028782197
824160:672960:hits:0.5,2026-08-03,824160,672960,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5779039446852055,1.0,2.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,62,34.0,0.5515101216035795
824160:673237:hits:0.5,2026-08-03,824160,673237,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6435374029713834,1.0,2.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,27,18.0,0.645877386064302
824160:676391:hits:0.5,2026-08-03,824160,676391,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5652910436357627,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,53,40.0,0.7312411231516486
824160:678218:hits:0.5,2026-08-03,824160,678218,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.526908454044366,,,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,UNRESOLVED_NO_OFFICIAL_APPEARANCE_OR_ELIGIBLE_OUTCOME,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,31,17.0,0.5539925259551428
824160:701358:hits:0.5,2026-08-03,824160,701358,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5466137452750143,1.0,2.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,60,29.0,0.4942015957683907
824324:650489:hits:0.5,2026-08-03,824324,650489,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.625965850855993,1.0,2.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,48,34.0,0.6893876520044744
824324:666160:hits:0.5,2026-08-03,824324,666160,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6059856595633127,1.0,2.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,20,12.0,0.5930610182946632
824324:670764:hits:0.5,2026-08-03,824324,670764,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4276471045001366,1.0,2.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,50,26.0,0.5276846295215616
824324:671289:hits:0.5,2026-08-03,824324,671289,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5078267839432982,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,35,20.0,0.5722257793546643
824324:676439:hits:0.5,2026-08-03,824324,676439,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5413031925607328,,,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,UNRESOLVED_NO_OFFICIAL_APPEARANCE_OR_ELIGIBLE_OUTCOME,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,29,14.0,0.502856986817583
824324:678662:hits:0.5,2026-08-03,824324,678662,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.461925488481146,1.0,4.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,56,25.0,0.46258919550391514
824324:680700:hits:0.5,2026-08-03,824324,680700,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4459971379209771,1.0,2.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,39,24.0,0.6086320960053313
824324:681198:hits:0.5,2026-08-03,824324,681198,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.650250217650018,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,43,30.0,0.6785433041617758
824324:683748:hits:0.5,2026-08-03,824324,683748,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4619162287980363,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,33,16.0,0.5025782563963553
824324:687859:hits:0.5,2026-08-03,824324,687859,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4666207886861824,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,49,28.0,0.5720299738991327
824324:694249:hits:0.5,2026-08-03,824324,694249,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6666551647307856,1.0,2.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,36,21.0,0.5819479207329675
824324:696100:hits:0.5,2026-08-03,824324,696100,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6445025306228088,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,52,32.0,0.6100951418708428
824647:518692:hits:0.5,2026-08-03,824647,518692,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.759531869021303,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,61,46.0,0.7334160653949358
824647:571771:hits:0.5,2026-08-03,824647,571771,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5415654701768192,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,4,1.0,0.46714237602088066
824647:605141:hits:0.5,2026-08-03,824647,605141,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5380019811226835,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,62,37.0,0.5943672644607224
824647:606192:hits:0.5,2026-08-03,824647,606192,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6518901567389076,1.0,2.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,25,14.0,0.5638093488560778
824647:608324:hits:0.5,2026-08-03,824647,608324,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.7250899159083641,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,58,38.0,0.6455410380644026
824647:608348:hits:0.5,2026-08-03,824647,608348,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.554271175298569,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,46,24.0,0.529735342819455
824647:621020:hits:0.5,2026-08-03,824647,621020,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4949291042429223,1.0,2.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,61,32.0,0.5305175146702981
824647:660271:hits:0.5,2026-08-03,824647,660271,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4765221318122156,1.0,2.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,35,28.0,0.7582722909825713
824647:663538:hits:0.5,2026-08-03,824647,663538,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.7410042758319759,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,46,32.0,0.677883490967603
824647:663656:hits:0.5,2026-08-03,824647,663656,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5205226829001194,1.0,2.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,62,32.0,0.5229386930321509
824647:664023:hits:0.5,2026-08-03,824647,664023,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5359573075059616,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,63,38.0,0.6000804015809938
824647:665804:hits:0.5,2026-08-03,824647,665804,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.562846561624653,,,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,UNRESOLVED_NO_OFFICIAL_APPEARANCE_OR_ELIGIBLE_OUTCOME,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,22,13.0,0.5868569504083523
824647:669242:hits:0.5,2026-08-03,824647,669242,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5600075397155471,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,33,17.0,0.5269685002987944
824647:672613:hits:0.5,2026-08-03,824647,672613,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5351432128269001,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,5,4.0,0.6619775778654284
824647:673548:hits:0.5,2026-08-03,824647,673548,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.7129686996054646,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,56,38.0,0.6657141955039151
824647:681624:hits:0.5,2026-08-03,824647,681624,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.7009407540351276,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,54,36.0,0.6549307824556543
824647:682634:hits:0.5,2026-08-03,824647,682634,2026-08-03T23:30:26.031962+00:00,2026-08-03T20:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4404182248377749,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,3,1.0,0.5096098647500517
