identity,date,game_id,player_id,prediction_timestamp,scheduled_game_start,strict_pregame,model_semantic_name,model_artifact_sha256,p_over,target,actual_hits,outcome_attachment_contract,outcome_status,outcome_source,baseline_a_population,hitter_prior_resolved_games,hitter_prior_hits,baseline_b_hitter_shrunk
824802:694212:hits:0.5,2026-08-20,824802,694212,2026-08-20T10:30:52.171495+00:00,2026-08-20T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5089548904827527,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,37,19.0,0.5245713002722349
824802:700250:hits:0.5,2026-08-20,824802,700250,2026-08-20T10:30:52.171495+00:00,2026-08-20T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4590477921707535,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,72,44.0,0.6075713564031321
824802:702616:hits:0.5,2026-08-20,824802,702616,2026-08-20T10:30:52.171495+00:00,2026-08-20T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5719859673825193,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,59,30.0,0.5165031121231428
824802:806146:hits:0.5,2026-08-20,824802,806146,2026-08-20T10:30:52.171495+00:00,2026-08-20T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5783260540559665,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,13,10.0,0.695509929154789
822857:518595:hits:0.5,2026-08-21,822857,518595,2026-08-21T12:44:35.835579+00:00,2026-08-21T20:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4280140326174807,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,6,2.0,0.471836322303612
822857:545361:hits:0.5,2026-08-21,822857,545361,2026-08-21T12:44:35.835579+00:00,2026-08-21T20:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5519185398982259,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,63,38.0,0.6000804015809938
822857:553869:hits:0.5,2026-08-21,822857,553869,2026-08-21T12:44:35.835579+00:00,2026-08-21T20:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4775255349759326,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,40,19.0,0.4917855940052202
822857:607043:hits:0.5,2026-08-21,822857,607043,2026-08-21T12:44:35.835579+00:00,2026-08-21T20:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5409522078292466,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,77,45.0,0.5835965707323596
822857:608369:hits:0.5,2026-08-21,822857,608369,2026-08-21T12:44:35.835579+00:00,2026-08-21T20:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6923223329833991,1.0,2.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,28,14.0,0.5168252364514047
822857:642350:hits:0.5,2026-08-21,822857,642350,2026-08-21T12:44:35.835579+00:00,2026-08-21T20:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4280140326174807,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,35,19.0,0.548969965401176
822857:643376:hits:0.5,2026-08-21,822857,643376,2026-08-21T12:44:35.835579+00:00,2026-08-21T20:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4775255349759326,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,15,4.0,0.3741612396630682
822857:666139:hits:0.5,2026-08-21,822857,666139,2026-08-21T12:44:35.835579+00:00,2026-08-21T20:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6011256743916968,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,40,21.0,0.5334522606718869
822857:669394:hits:0.5,2026-08-21,822857,669394,2026-08-21T12:44:35.835579+00:00,2026-08-21T20:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6007102631800963,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,77,46.0,0.5953612766147125
822857:672724:hits:0.5,2026-08-21,822857,672724,2026-08-21T12:44:35.835579+00:00,2026-08-21T20:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.3992897368199036,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,54,25.0,0.47751142761694465
822857:677649:hits:0.5,2026-08-21,822857,677649,2026-08-21T12:44:35.835579+00:00,2026-08-21T20:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5719859673825193,1.0,4.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,81,50.0,0.6135472866545008
822857:679822:hits:0.5,2026-08-21,822857,679822,2026-08-21T12:44:35.835579+00:00,2026-08-21T20:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5719859673825193,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,31,19.0,0.605274577237194
822857:683227:hits:0.5,2026-08-21,822857,683227,2026-08-21T12:44:35.835579+00:00,2026-08-21T20:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5089548904827527,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,6,3.0,0.5432648937321835
822857:685133:hits:0.5,2026-08-21,822857,685133,2026-08-21T12:44:35.835579+00:00,2026-08-21T20:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4910451095172474,,,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,UNRESOLVED_NO_OFFICIAL_APPEARANCE_OR_ELIGIBLE_OUTCOME,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,53,37.0,0.6820607952827962
822857:687093:hits:0.5,2026-08-21,822857,687093,2026-08-21T12:44:35.835579+00:00,2026-08-21T20:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5519185398982259,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,57,37.0,0.6400878232653933
822857:687263:hits:0.5,2026-08-21,822857,687263,2026-08-21T12:44:35.835579+00:00,2026-08-21T20:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6201952164998107,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,77,50.0,0.6424201001441243
822857:694203:hits:0.5,2026-08-21,822857,694203,2026-08-21T20:01:28.470272+00:00,2026-08-21T20:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5783260540559665,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,55,32.0,0.5810429922579455
822857:694208:hits:0.5,2026-08-21,822857,694208,2026-08-21T12:44:35.835579+00:00,2026-08-21T20:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4910451095172474,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,29,12.0,0.4488029327635289
822857:694384:hits:0.5,2026-08-21,822857,694384,2026-08-21T12:44:35.835579+00:00,2026-08-21T20:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6011256743916968,,,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,UNRESOLVED_NO_OFFICIAL_APPEARANCE_OR_ELIGIBLE_OUTCOME,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,66,44.0,0.6568338988141968
822857:694497:hits:0.5,2026-08-21,822857,694497,2026-08-21T12:44:35.835579+00:00,2026-08-21T20:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5719859673825193,1.0,2.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,60,27.0,0.4647898310625084
822857:694671:hits:0.5,2026-08-21,822857,694671,2026-08-21T12:44:35.835579+00:00,2026-08-21T20:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6007102631800963,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,51,32.0,0.6204357374957723
823101:608324:hits:0.5,2026-08-21,823101,608324,2026-08-21T12:44:35.835579+00:00,2026-08-21T22:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5519185398982259,1.0,3.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,73,48.0,0.6494531915092663
823101:608348:hits:0.5,2026-08-21,823101,608348,2026-08-21T23:31:31.474398+00:00,2026-08-21T22:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4910451095172474,1.0,2.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,55,30.0,0.5492969605119138
823101:621493:hits:0.5,2026-08-21,823101,621493,2026-08-21T12:44:35.835579+00:00,2026-08-21T22:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5409522078292466,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,69,47.0,0.6702040066526047
823101:624424:hits:0.5,2026-08-21,823101,624424,2026-08-21T12:44:35.835579+00:00,2026-08-21T22:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.3992897368199036,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,39,13.0,0.3745895428138419
823101:647304:hits:0.5,2026-08-21,823101,647304,2026-08-21T12:44:35.835579+00:00,2026-08-21T22:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6806877975535622,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,69,50.0,0.7091650456136437
823101:663538:hits:0.5,2026-08-21,823101,663538,2026-08-21T12:44:35.835579+00:00,2026-08-21T22:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6011256743916968,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,58,40.0,0.6758440683674328
823101:663728:hits:0.5,2026-08-21,823101,663728,2026-08-21T12:44:35.835579+00:00,2026-08-21T22:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4480814601017741,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,56,25.0,0.46258919550391514
823101:664023:hits:0.5,2026-08-21,823101,664023,2026-08-21T12:44:35.835579+00:00,2026-08-21T22:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4590477921707535,1.0,2.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,79,45.0,0.5701805576120754
823101:665804:hits:0.5,2026-08-21,823101,665804,2026-08-21T12:44:35.835579+00:00,2026-08-21T22:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5224744650240674,,,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,UNRESOLVED_NO_OFFICIAL_APPEARANCE_OR_ELIGIBLE_OUTCOME,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,30,17.0,0.5685712766381729
823101:668227:hits:0.5,2026-08-21,823101,668227,2026-08-21T12:44:35.835579+00:00,2026-08-21T22:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6007102631800963,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,70,45.0,0.6359706219519303
823101:673548:hits:0.5,2026-08-21,823101,673548,2026-08-21T12:44:35.835579+00:00,2026-08-21T22:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5224744650240674,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,69,47.0,0.6702040066526047
823101:677594:hits:0.5,2026-08-21,823101,677594,2026-08-21T12:44:35.835579+00:00,2026-08-21T22:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6007102631800963,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,44,33.0,0.7231867021586648
823101:680977:hits:0.5,2026-08-21,823101,680977,2026-08-21T12:44:35.835579+00:00,2026-08-21T22:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6660507649473577,1.0,2.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,18,12.0,0.6386810966250219
823101:683737:hits:0.5,2026-08-21,823101,683737,2026-08-21T12:44:35.835579+00:00,2026-08-21T22:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5224744650240674,1.0,2.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,75,51.0,0.6699482953283201
823101:686527:hits:0.5,2026-08-21,823101,686527,2026-08-21T12:44:35.835579+00:00,2026-08-21T22:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6806877975535622,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,66,43.0,0.6433203853006834
823101:691718:hits:0.5,2026-08-21,823101,691718,2026-08-21T12:44:35.835579+00:00,2026-08-21T22:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5519185398982259,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,61,44.0,0.7044305581485589
823101:699393:hits:0.5,2026-08-21,823101,699393,2026-08-21T12:44:35.835579+00:00,2026-08-21T22:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5519185398982259,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,23,13.0,0.5679260810403409
823101:702284:hits:0.5,2026-08-21,823101,702284,2026-08-21T12:44:35.835579+00:00,2026-08-21T22:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5089548904827527,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,76,44.0,0.5786393870506019
823101:801126:hits:0.5,2026-08-21,823101,801126,2026-08-21T12:44:35.835579+00:00,2026-08-21T22:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6007102631800963,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,5,5.0,0.7389006547885053
823262:592518:hits:0.5,2026-08-21,823262,592518,2026-08-21T12:44:35.835579+00:00,2026-08-21T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6007102631800963,1.0,2.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,74,42.0,0.568362298929885
823262:593428:hits:0.5,2026-08-21,823262,593428,2026-08-21T12:44:35.835579+00:00,2026-08-21T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5409522078292466,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,74,36.0,0.49519156722256785
823262:605137:hits:0.5,2026-08-21,823262,605137,2026-08-21T12:44:35.835579+00:00,2026-08-21T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6357429322821878,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-21/canonical_outcome_reconciliation.csv,0.575713564031321,72,52.0,0.7075713564031321
