slate_date,run_tag,odds_payload_present,same_run_roster_present,raw_exact_rows,decision,reason
2026-06-15,local_daily_20260615T180005Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-06-15,local_daily_20260615T200002Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-06-15,local_daily_20260615T233003Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-06-16,local_daily_20260616T123004Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-06-16,local_daily_20260616T140549Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-06-16,local_daily_20260616T163005Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-06-16,local_daily_20260616T180003Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-06-16,local_daily_20260616T200005Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-06-16,local_daily_20260616T233003Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-06-17,local_daily_20260617T163004Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-06-17,local_daily_20260617T180000Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-06-17,local_daily_20260617T200001Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-06-17,local_daily_20260617T233001Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-06-18,local_daily_20260618T123739Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-06-18,local_daily_20260618T163003Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-06-18,local_daily_20260618T180001Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-06-18,local_daily_20260618T200001Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-06-18,local_daily_20260618T233004Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-06-19,local_daily_20260619T123658Z,YES,YES,144,ELIGIBLE,ELIGIBLE
2026-06-19,local_daily_20260619T163005Z,YES,YES,160,ELIGIBLE,ELIGIBLE
2026-06-19,local_daily_20260619T180003Z,YES,YES,162,ELIGIBLE,ELIGIBLE
2026-06-19,local_daily_20260619T200003Z,YES,YES,151,ELIGIBLE,ELIGIBLE
2026-06-19,local_daily_20260619T233005Z,YES,YES,101,ELIGIBLE,ELIGIBLE
2026-06-20,local_daily_20260620T123541Z,YES,YES,162,ELIGIBLE,ELIGIBLE
2026-06-20,local_daily_20260620T163004Z,YES,YES,159,ELIGIBLE,ELIGIBLE
2026-06-20,local_daily_20260620T180002Z,YES,YES,136,ELIGIBLE,ELIGIBLE
2026-06-20,local_daily_20260620T200001Z,YES,YES,117,ELIGIBLE,ELIGIBLE
2026-06-21,local_daily_20260621T124133Z,YES,YES,156,ELIGIBLE,ELIGIBLE
2026-06-21,local_daily_20260621T163005Z,YES,YES,168,ELIGIBLE,ELIGIBLE
2026-06-21,local_daily_20260621T180005Z,YES,YES,109,ELIGIBLE,ELIGIBLE
2026-06-21,local_daily_20260621T200004Z,YES,YES,41,ELIGIBLE,ELIGIBLE
2026-06-21,local_daily_20260621T233000Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-06-22,local_daily_20260622T123000Z,YES,YES,133,ELIGIBLE,ELIGIBLE
2026-06-22,local_daily_20260622T163005Z,YES,YES,151,ELIGIBLE,ELIGIBLE
2026-06-22,local_daily_20260622T180004Z,YES,YES,153,ELIGIBLE,ELIGIBLE
2026-06-22,local_daily_20260622T200001Z,YES,YES,158,ELIGIBLE,ELIGIBLE
2026-06-22,local_daily_20260622T233000Z,YES,YES,68,ELIGIBLE,ELIGIBLE
2026-06-23,local_daily_20260623T123004Z,YES,YES,168,ELIGIBLE,ELIGIBLE
2026-06-23,local_daily_20260623T163000Z,YES,YES,179,ELIGIBLE,ELIGIBLE
2026-06-23,local_daily_20260623T180004Z,YES,YES,179,ELIGIBLE,ELIGIBLE
2026-06-23,local_daily_20260623T200003Z,YES,YES,177,ELIGIBLE,ELIGIBLE
2026-06-23,local_daily_20260623T233000Z,YES,YES,75,ELIGIBLE,ELIGIBLE
2026-06-24,local_daily_20260624T123004Z,YES,YES,160,ELIGIBLE,ELIGIBLE
2026-06-24,local_daily_20260624T163002Z,YES,YES,166,ELIGIBLE,ELIGIBLE
2026-06-24,local_daily_20260624T180000Z,YES,YES,138,ELIGIBLE,ELIGIBLE
2026-06-24,local_daily_20260624T200005Z,YES,YES,134,ELIGIBLE,ELIGIBLE
2026-06-24,local_daily_20260624T233005Z,YES,YES,47,ELIGIBLE,ELIGIBLE
2026-06-25,local_daily_20260625T124202Z,YES,YES,110,ELIGIBLE,ELIGIBLE
2026-06-25,local_daily_20260625T163003Z,YES,YES,100,ELIGIBLE,ELIGIBLE
2026-06-25,local_daily_20260625T180001Z,YES,YES,85,ELIGIBLE,ELIGIBLE
2026-06-25,local_daily_20260625T200001Z,YES,YES,74,ELIGIBLE,ELIGIBLE
2026-06-25,local_daily_20260625T233001Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-06-26,local_daily_20260626T124026Z,YES,YES,148,ELIGIBLE,ELIGIBLE
2026-06-26,local_daily_20260626T163000Z,YES,YES,179,ELIGIBLE,ELIGIBLE
2026-06-26,local_daily_20260626T180004Z,YES,YES,176,ELIGIBLE,ELIGIBLE
2026-06-26,local_daily_20260626T200001Z,YES,YES,177,ELIGIBLE,ELIGIBLE
2026-06-26,local_daily_20260626T233000Z,YES,YES,79,ELIGIBLE,ELIGIBLE
2026-06-27,local_daily_20260627T123520Z,YES,YES,183,ELIGIBLE,ELIGIBLE
2026-06-27,local_daily_20260627T163001Z,YES,YES,180,ELIGIBLE,ELIGIBLE
2026-06-27,local_daily_20260627T180003Z,YES,YES,148,ELIGIBLE,ELIGIBLE
2026-06-27,local_daily_20260627T200003Z,YES,YES,120,ELIGIBLE,ELIGIBLE
2026-06-27,local_daily_20260627T233004Z,YES,YES,35,ELIGIBLE,ELIGIBLE
2026-06-28,local_daily_20260628T123818Z,YES,YES,170,ELIGIBLE,ELIGIBLE
2026-06-28,local_daily_20260628T163000Z,YES,YES,175,ELIGIBLE,ELIGIBLE
2026-06-28,local_daily_20260628T180003Z,YES,YES,97,ELIGIBLE,ELIGIBLE
2026-06-28,local_daily_20260628T200001Z,YES,YES,29,ELIGIBLE,ELIGIBLE
2026-06-28,local_daily_20260628T233004Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-06-29,local_daily_20260629T123000Z,YES,YES,167,ELIGIBLE,ELIGIBLE
2026-06-29,local_daily_20260629T163000Z,YES,YES,169,ELIGIBLE,ELIGIBLE
2026-06-29,local_daily_20260629T180001Z,YES,YES,169,ELIGIBLE,ELIGIBLE
2026-06-29,local_daily_20260629T200003Z,YES,YES,173,ELIGIBLE,ELIGIBLE
2026-06-29,local_daily_20260629T233000Z,YES,YES,103,ELIGIBLE,ELIGIBLE
2026-06-30,local_daily_20260630T123001Z,YES,YES,183,ELIGIBLE,ELIGIBLE
2026-06-30,local_daily_20260630T163004Z,YES,YES,193,ELIGIBLE,ELIGIBLE
2026-06-30,local_daily_20260630T180003Z,YES,YES,196,ELIGIBLE,ELIGIBLE
2026-06-30,local_daily_20260630T200001Z,YES,YES,192,ELIGIBLE,ELIGIBLE
2026-06-30,local_daily_20260630T233004Z,YES,YES,109,ELIGIBLE,ELIGIBLE
2026-07-01,local_daily_20260701T123004Z,YES,YES,154,ELIGIBLE,ELIGIBLE
2026-07-01,local_daily_20260701T163005Z,YES,YES,194,ELIGIBLE,ELIGIBLE
2026-07-01,local_daily_20260701T180001Z,YES,YES,139,ELIGIBLE,ELIGIBLE
2026-07-01,local_daily_20260701T200001Z,YES,YES,107,ELIGIBLE,ELIGIBLE
2026-07-01,local_daily_20260701T233004Z,YES,YES,85,ELIGIBLE,ELIGIBLE
2026-07-02,local_daily_20260702T123000Z,YES,YES,108,ELIGIBLE,ELIGIBLE
2026-07-02,local_daily_20260702T163005Z,YES,YES,102,ELIGIBLE,ELIGIBLE
2026-07-02,local_daily_20260702T180004Z,YES,YES,84,ELIGIBLE,ELIGIBLE
2026-07-02,local_daily_20260702T200002Z,YES,YES,63,ELIGIBLE,ELIGIBLE
2026-07-02,local_daily_20260702T233003Z,YES,YES,41,ELIGIBLE,ELIGIBLE
2026-07-03,local_daily_20260703T140350Z,YES,YES,166,ELIGIBLE,ELIGIBLE
2026-07-03,local_daily_20260703T163002Z,YES,YES,145,ELIGIBLE,ELIGIBLE
2026-07-03,local_daily_20260703T180004Z,YES,YES,160,ELIGIBLE,ELIGIBLE
2026-07-03,local_daily_20260703T200002Z,YES,YES,162,ELIGIBLE,ELIGIBLE
2026-07-03,local_daily_20260703T233004Z,YES,YES,84,ELIGIBLE,ELIGIBLE
2026-07-04,local_daily_20260704T123003Z,YES,YES,193,ELIGIBLE,ELIGIBLE
2026-07-04,local_daily_20260704T163001Z,YES,YES,170,ELIGIBLE,ELIGIBLE
2026-07-04,local_daily_20260704T180004Z,YES,YES,153,ELIGIBLE,ELIGIBLE
2026-07-04,local_daily_20260704T200003Z,YES,YES,153,ELIGIBLE,ELIGIBLE
2026-07-04,local_daily_20260704T233005Z,YES,YES,97,ELIGIBLE,ELIGIBLE
2026-07-05,local_daily_20260705T124201Z,YES,YES,183,ELIGIBLE,ELIGIBLE
2026-07-05,local_daily_20260705T163001Z,YES,YES,175,ELIGIBLE,ELIGIBLE
2026-07-05,local_daily_20260705T180005Z,YES,YES,116,ELIGIBLE,ELIGIBLE
2026-07-05,local_daily_20260705T200001Z,YES,YES,75,ELIGIBLE,ELIGIBLE
2026-07-05,local_daily_20260705T233003Z,YES,YES,11,ELIGIBLE,ELIGIBLE
2026-07-06,local_daily_20260706T123011Z,YES,YES,97,ELIGIBLE,ELIGIBLE
2026-07-06,local_daily_20260706T163005Z,YES,YES,97,ELIGIBLE,ELIGIBLE
2026-07-06,local_daily_20260706T180005Z,YES,YES,96,ELIGIBLE,ELIGIBLE
2026-07-06,local_daily_20260706T200005Z,YES,YES,86,ELIGIBLE,ELIGIBLE
2026-07-06,local_daily_20260706T233004Z,YES,YES,51,ELIGIBLE,ELIGIBLE
2026-07-07,local_daily_20260707T123005Z,YES,YES,165,ELIGIBLE,ELIGIBLE
2026-07-07,local_daily_20260707T163000Z,YES,YES,155,ELIGIBLE,ELIGIBLE
2026-07-07,local_daily_20260707T180001Z,YES,YES,163,ELIGIBLE,ELIGIBLE
2026-07-07,local_daily_20260707T200004Z,YES,YES,164,ELIGIBLE,ELIGIBLE
2026-07-07,local_daily_20260707T233001Z,YES,YES,77,ELIGIBLE,ELIGIBLE
2026-07-08,local_daily_20260708T124203Z,YES,YES,143,ELIGIBLE,ELIGIBLE
2026-07-08,local_daily_20260708T163000Z,YES,YES,182,ELIGIBLE,ELIGIBLE
2026-07-08,local_daily_20260708T180004Z,YES,YES,185,ELIGIBLE,ELIGIBLE
2026-07-08,local_daily_20260708T200004Z,YES,YES,171,ELIGIBLE,ELIGIBLE
2026-07-08,local_daily_20260708T233005Z,YES,YES,77,ELIGIBLE,ELIGIBLE
2026-07-09,local_daily_20260709T123644Z,YES,YES,127,ELIGIBLE,ELIGIBLE
2026-07-09,local_daily_20260709T163000Z,YES,YES,146,ELIGIBLE,ELIGIBLE
2026-07-09,local_daily_20260709T180003Z,YES,YES,94,ELIGIBLE,ELIGIBLE
2026-07-09,local_daily_20260709T200002Z,YES,YES,85,ELIGIBLE,ELIGIBLE
2026-07-09,local_daily_20260709T233002Z,YES,YES,51,ELIGIBLE,ELIGIBLE
2026-07-10,local_daily_20260710T124202Z,YES,YES,186,ELIGIBLE,ELIGIBLE
2026-07-10,local_daily_20260710T163005Z,YES,YES,174,ELIGIBLE,ELIGIBLE
2026-07-10,local_daily_20260710T180002Z,YES,YES,183,ELIGIBLE,ELIGIBLE
2026-07-10,local_daily_20260710T200004Z,YES,YES,171,ELIGIBLE,ELIGIBLE
2026-07-10,local_daily_20260710T233002Z,YES,YES,84,ELIGIBLE,ELIGIBLE
2026-07-11,local_daily_20260711T123425Z,YES,YES,140,ELIGIBLE,ELIGIBLE
2026-07-11,local_daily_20260711T163000Z,YES,YES,159,ELIGIBLE,ELIGIBLE
2026-07-11,local_daily_20260711T180001Z,YES,YES,160,ELIGIBLE,ELIGIBLE
2026-07-11,local_daily_20260711T200002Z,YES,YES,140,ELIGIBLE,ELIGIBLE
2026-07-11,local_daily_20260711T233001Z,YES,YES,22,ELIGIBLE,ELIGIBLE
2026-07-12,local_daily_20260712T123143Z,YES,YES,173,ELIGIBLE,ELIGIBLE
2026-07-12,local_daily_20260712T163000Z,YES,YES,170,ELIGIBLE,ELIGIBLE
2026-07-12,local_daily_20260712T180001Z,YES,YES,73,ELIGIBLE,ELIGIBLE
2026-07-12,local_daily_20260712T200001Z,YES,YES,43,ELIGIBLE,ELIGIBLE
2026-07-16,local_daily_20260716T123005Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-07-16,local_daily_20260716T163001Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-07-16,local_daily_20260716T180005Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-07-16,local_daily_20260716T200001Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-07-16,local_daily_20260716T233001Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-07-17,local_daily_20260717T124203Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-07-17,local_daily_20260717T163001Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-07-17,local_daily_20260717T180003Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-07-17,local_daily_20260717T200004Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-07-17,local_daily_20260717T233004Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-07-18,local_daily_20260718T163003Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-07-18,local_daily_20260718T180001Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-07-18,local_daily_20260718T200001Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-07-18,local_daily_20260718T233000Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-07-19,local_daily_20260719T123535Z,YES,YES,182,ELIGIBLE,ELIGIBLE
2026-07-19,local_daily_20260719T163004Z,YES,YES,180,ELIGIBLE,ELIGIBLE
2026-07-19,local_daily_20260719T180004Z,YES,YES,115,ELIGIBLE,ELIGIBLE
2026-07-19,local_daily_20260719T200001Z,YES,YES,50,ELIGIBLE,ELIGIBLE
2026-07-19,local_daily_20260719T233001Z,YES,YES,13,ELIGIBLE,ELIGIBLE
2026-07-20,local_daily_20260720T124009Z,YES,YES,188,ELIGIBLE,ELIGIBLE
2026-07-20,local_daily_20260720T163004Z,YES,YES,197,ELIGIBLE,ELIGIBLE
2026-07-20,local_daily_20260720T180001Z,YES,YES,193,ELIGIBLE,ELIGIBLE
2026-07-20,local_daily_20260720T200004Z,YES,YES,194,ELIGIBLE,ELIGIBLE
2026-07-20,local_daily_20260720T233004Z,YES,YES,124,ELIGIBLE,ELIGIBLE
2026-07-21,local_daily_20260721T123231Z,YES,YES,191,ELIGIBLE,ELIGIBLE
2026-07-21,local_daily_20260721T163005Z,YES,YES,199,ELIGIBLE,ELIGIBLE
2026-07-21,local_daily_20260721T180001Z,YES,YES,176,ELIGIBLE,ELIGIBLE
2026-07-21,local_daily_20260721T200003Z,YES,YES,178,ELIGIBLE,ELIGIBLE
2026-07-21,local_daily_20260721T233005Z,YES,YES,114,ELIGIBLE,ELIGIBLE
2026-07-22,local_daily_20260722T123956Z,YES,YES,210,ELIGIBLE,ELIGIBLE
2026-07-22,local_daily_20260722T163004Z,YES,YES,203,ELIGIBLE,ELIGIBLE
2026-07-22,local_daily_20260722T180002Z,YES,YES,13,ELIGIBLE,ELIGIBLE
2026-07-22,local_daily_20260722T200004Z,YES,YES,109,ELIGIBLE,ELIGIBLE
2026-07-22,local_daily_20260722T233004Z,YES,YES,41,ELIGIBLE,ELIGIBLE
2026-07-23,local_daily_20260723T124025Z,YES,YES,46,ELIGIBLE,ELIGIBLE
2026-07-23,local_daily_20260723T163002Z,YES,YES,45,ELIGIBLE,ELIGIBLE
2026-07-23,local_daily_20260723T180003Z,YES,YES,36,ELIGIBLE,ELIGIBLE
2026-07-23,local_daily_20260723T200005Z,YES,YES,24,ELIGIBLE,ELIGIBLE
2026-07-23,local_daily_20260723T213556Z,YES,YES,13,ELIGIBLE,ELIGIBLE
2026-07-23,local_daily_20260723T233006Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-07-24,local_daily_20260724T123005Z,YES,YES,166,ELIGIBLE,ELIGIBLE
2026-07-24,local_daily_20260724T163003Z,YES,YES,159,ELIGIBLE,ELIGIBLE
2026-07-24,local_daily_20260724T180005Z,YES,YES,177,ELIGIBLE,ELIGIBLE
2026-07-24,local_daily_20260724T200001Z,YES,YES,173,ELIGIBLE,ELIGIBLE
2026-07-24,local_daily_20260724T233005Z,YES,YES,67,ELIGIBLE,ELIGIBLE
2026-07-25,local_daily_20260725T123005Z,YES,YES,170,ELIGIBLE,ELIGIBLE
2026-07-25,local_daily_20260725T163002Z,YES,YES,177,ELIGIBLE,ELIGIBLE
2026-07-25,local_daily_20260725T194257Z,YES,YES,169,ELIGIBLE,ELIGIBLE
2026-07-25,local_daily_20260725T200004Z,YES,YES,158,ELIGIBLE,ELIGIBLE
2026-07-25,local_daily_20260725T215857Z,YES,YES,126,ELIGIBLE,ELIGIBLE
2026-07-25,local_daily_20260725T233003Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-07-26,local_daily_20260726T123004Z,YES,YES,191,ELIGIBLE,ELIGIBLE
2026-07-26,local_daily_20260726T163005Z,YES,YES,184,ELIGIBLE,ELIGIBLE
2026-07-26,local_daily_20260726T180003Z,YES,YES,85,ELIGIBLE,ELIGIBLE
2026-07-26,local_daily_20260726T200002Z,YES,YES,24,ELIGIBLE,ELIGIBLE
2026-07-26,local_daily_20260726T233001Z,YES,YES,0,NO_TWO_SIDED_TB15_MARKET,NO_TWO_SIDED_TB15_MARKET
2026-07-27,local_daily_20260727T123005Z,YES,YES,131,ELIGIBLE,ELIGIBLE
2026-07-27,local_daily_20260727T163003Z,YES,YES,152,ELIGIBLE,ELIGIBLE
2026-07-27,local_daily_20260727T180004Z,YES,YES,152,ELIGIBLE,ELIGIBLE
2026-07-27,local_daily_20260727T200005Z,YES,YES,142,ELIGIBLE,ELIGIBLE
2026-07-27,local_daily_20260727T233002Z,YES,YES,42,ELIGIBLE,ELIGIBLE
2026-07-28,local_daily_20260728T123001Z,YES,YES,193,ELIGIBLE,ELIGIBLE
2026-07-28,local_daily_20260728T163003Z,YES,YES,197,ELIGIBLE,ELIGIBLE
2026-07-28,local_daily_20260728T180005Z,YES,YES,175,ELIGIBLE,ELIGIBLE
2026-07-28,local_daily_20260728T200004Z,YES,YES,167,ELIGIBLE,ELIGIBLE
2026-07-28,local_daily_20260728T233001Z,YES,YES,106,ELIGIBLE,ELIGIBLE
