schema,object_name,object_type,classification,reason,future_action
realtime,messages_2026_02_24,TABLE,UNKNOWN_FAIL_CLOSED,Supabase platform object outside MLB source boundary,REQUIRES_BLOCKER_RESOLUTION
realtime,messages_2026_02_25,TABLE,UNKNOWN_FAIL_CLOSED,Supabase platform object outside MLB source boundary,REQUIRES_BLOCKER_RESOLUTION
realtime,messages_2026_02_26,TABLE,UNKNOWN_FAIL_CLOSED,Supabase platform object outside MLB source boundary,REQUIRES_BLOCKER_RESOLUTION
realtime,messages_2026_02_27,TABLE,UNKNOWN_FAIL_CLOSED,Supabase platform object outside MLB source boundary,REQUIRES_BLOCKER_RESOLUTION
realtime,schema_migrations,TABLE,UNKNOWN_FAIL_CLOSED,Supabase platform object outside MLB source boundary,REQUIRES_BLOCKER_RESOLUTION
realtime,subscription,TABLE,UNKNOWN_FAIL_CLOSED,Supabase platform object outside MLB source boundary,REQUIRES_BLOCKER_RESOLUTION
realtime,subscription_id_seq,SEQUENCE,UNKNOWN_FAIL_CLOSED,Supabase platform object outside MLB source boundary,REQUIRES_BLOCKER_RESOLUTION
storage,buckets,TABLE,UNKNOWN_FAIL_CLOSED,Supabase platform object outside MLB source boundary,REQUIRES_BLOCKER_RESOLUTION
storage,buckets_analytics,TABLE,UNKNOWN_FAIL_CLOSED,Supabase platform object outside MLB source boundary,REQUIRES_BLOCKER_RESOLUTION
storage,buckets_vectors,TABLE,UNKNOWN_FAIL_CLOSED,Supabase platform object outside MLB source boundary,REQUIRES_BLOCKER_RESOLUTION
storage,migrations,TABLE,UNKNOWN_FAIL_CLOSED,Supabase platform object outside MLB source boundary,REQUIRES_BLOCKER_RESOLUTION
storage,objects,TABLE,UNKNOWN_FAIL_CLOSED,Supabase platform object outside MLB source boundary,REQUIRES_BLOCKER_RESOLUTION
storage,s3_multipart_uploads,TABLE,UNKNOWN_FAIL_CLOSED,Supabase platform object outside MLB source boundary,REQUIRES_BLOCKER_RESOLUTION
storage,s3_multipart_uploads_parts,TABLE,UNKNOWN_FAIL_CLOSED,Supabase platform object outside MLB source boundary,REQUIRES_BLOCKER_RESOLUTION
storage,vector_indexes,TABLE,UNKNOWN_FAIL_CLOSED,Supabase platform object outside MLB source boundary,REQUIRES_BLOCKER_RESOLUTION
vault,decrypted_secrets,VIEW,UNKNOWN_FAIL_CLOSED,Supabase platform object outside MLB source boundary,REQUIRES_BLOCKER_RESOLUTION
vault,secrets,TABLE,UNKNOWN_FAIL_CLOSED,Supabase platform object outside MLB source boundary,REQUIRES_BLOCKER_RESOLUTION
auth,email(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
auth,jwt(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
auth,role(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
auth,uid(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
cron,"alter_job(job_id bigint, schedule text, command text, database text, username text, active boolean)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
cron,job_cache_invalidate(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
cron,"schedule(job_name text, schedule text, command text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
cron,"schedule(schedule text, command text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
cron,"schedule_in_database(job_name text, schedule text, command text, database text, username text, active boolean)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
cron,unschedule(job_id bigint),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
cron,unschedule(job_name text),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"algorithm_sign(signables text, secret text, algorithm text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,armor(bytea),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"armor(bytea, text[], text[])",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"crypt(text, text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,dearmor(text),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"decrypt(bytea, bytea, text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"decrypt_iv(bytea, bytea, bytea, text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"digest(bytea, text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"digest(text, text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"encrypt(bytea, bytea, text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"encrypt_iv(bytea, bytea, bytea, text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,gen_random_bytes(integer),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,gen_random_uuid(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,gen_salt(text),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"gen_salt(text, integer)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,grant_pg_cron_access(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,grant_pg_graphql_access(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,grant_pg_net_access(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"hmac(bytea, bytea, text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"hmac(text, text, text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"pg_stat_statements(showtext boolean, OUT userid oid, OUT dbid oid, OUT toplevel boolean, OUT queryid bigint, OUT query text, OUT plans bigint, OUT total_plan_time double precision, OUT min_plan_time double precision, OUT max_plan_time double precision, OUT mean_plan_time double precision, OUT stddev_plan_time double precision, OUT calls bigint, OUT total_exec_time double precision, OUT min_exec_time double precision, OUT max_exec_time double precision, OUT mean_exec_time double precision, OUT stddev_exec_time double precision, OUT rows bigint, OUT shared_blks_hit bigint, OUT shared_blks_read bigint, OUT shared_blks_dirtied bigint, OUT shared_blks_written bigint, OUT local_blks_hit bigint, OUT local_blks_read bigint, OUT local_blks_dirtied bigint, OUT local_blks_written bigint, OUT temp_blks_read bigint, OUT temp_blks_written bigint, OUT blk_read_time double precision, OUT blk_write_time double precision, OUT temp_blk_read_time double precision, OUT temp_blk_write_time double precision, OUT wal_records bigint, OUT wal_fpi bigint, OUT wal_bytes numeric, OUT jit_functions bigint, OUT jit_generation_time double precision, OUT jit_inlining_count bigint, OUT jit_inlining_time double precision, OUT jit_optimization_count bigint, OUT jit_optimization_time double precision, OUT jit_emission_count bigint, OUT jit_emission_time double precision)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"pg_stat_statements_info(OUT dealloc bigint, OUT stats_reset timestamp with time zone)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"pg_stat_statements_reset(userid oid, dbid oid, queryid bigint)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"pgp_armor_headers(text, OUT key text, OUT value text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,pgp_key_id(bytea),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"pgp_pub_decrypt(bytea, bytea)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"pgp_pub_decrypt(bytea, bytea, text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"pgp_pub_decrypt(bytea, bytea, text, text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"pgp_pub_decrypt_bytea(bytea, bytea)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"pgp_pub_decrypt_bytea(bytea, bytea, text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"pgp_pub_decrypt_bytea(bytea, bytea, text, text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"pgp_pub_encrypt(text, bytea)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"pgp_pub_encrypt(text, bytea, text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"pgp_pub_encrypt_bytea(bytea, bytea)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"pgp_pub_encrypt_bytea(bytea, bytea, text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"pgp_sym_decrypt(bytea, text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"pgp_sym_decrypt(bytea, text, text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"pgp_sym_decrypt_bytea(bytea, text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"pgp_sym_decrypt_bytea(bytea, text, text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"pgp_sym_encrypt(text, text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"pgp_sym_encrypt(text, text, text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"pgp_sym_encrypt_bytea(bytea, text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"pgp_sym_encrypt_bytea(bytea, text, text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,pgrst_ddl_watch(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,pgrst_drop_watch(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,set_graphql_placeholder(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"sign(payload json, secret text, algorithm text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,try_cast_double(inp text),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,url_decode(data text),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,url_encode(data bytea),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,uuid_generate_v1(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,uuid_generate_v1mc(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"uuid_generate_v3(namespace uuid, name text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,uuid_generate_v4(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"uuid_generate_v5(namespace uuid, name text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,uuid_nil(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,uuid_ns_dns(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,uuid_ns_oid(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,uuid_ns_url(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,uuid_ns_x500(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
extensions,"verify(token text, secret text, algorithm text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
graphql_public,"graphql(""operationName"" text, query text, variables jsonb, extensions jsonb)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
nhl,_safe_bigint(t text),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
nhl,_safe_bool(t text),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
nhl,_safe_int(t text),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
nhl,_safe_num(t text),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
nhl,audit_games_season_write(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
nhl,audit_games_write(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
nhl,"canonical_game_id(p_season integer, p_short_id integer)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
nhl,"load_points_predictions_from_stage(p_model_family text, p_model_params jsonb, p_feature_hash text, p_model_version text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
nhl,"load_saves_predictions_from_stage(p_model_family text, p_model_params jsonb, p_feature_hash text, p_model_version text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
nhl,"load_sog_predictions_from_stage(p_model_family text, p_model_params jsonb, p_feature_hash text, p_model_version text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
nhl,log_games_season_change(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
nhl,set_updated_at(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
public,batch_update_training_props(rows jsonb),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
public,bulk_update_training_rows(updates jsonb),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
public,execute_raw_sql(sql text),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
public,"fetch_bvp_game_ids(offset_value integer, batch_size integer)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
public,get_daily_prop_accuracy(target_date date),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
public,get_model_accuracy_metrics(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
public,norm_player_ids_team_text(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
public,norm_team_ids_mtp(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
public,norm_team_ids_ps(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
public,"resolve_team_context(p_player_id bigint, p_game_id bigint)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
public,set_is_starter(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
public,update_timestamp(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
realtime,"apply_rls(wal jsonb, max_record_bytes integer)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
realtime,"broadcast_changes(topic_name text, event_name text, operation text, table_name text, table_schema text, new record, old record, level text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
realtime,"build_prepared_statement_sql(prepared_statement_name text, entity regclass, columns realtime.wal_column[])",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
realtime,"cast(val text, type_ regtype)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
realtime,"check_equality_op(op realtime.equality_op, type_ regtype, val_1 text, val_2 text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
realtime,"is_visible_through_filters(columns realtime.wal_column[], filters realtime.user_defined_filter[])",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
realtime,"list_changes(publication name, slot_name name, max_changes integer, max_record_bytes integer)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
realtime,quote_wal2json(entity regclass),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
realtime,"send(payload jsonb, event text, topic text, private boolean)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
realtime,subscription_check_filters(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
realtime,to_regrole(role_name text),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
realtime,topic(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
storage,allow_any_operation(expected_operations text[]),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
storage,allow_only_operation(expected_operation text),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
storage,"can_insert_object(bucketid text, name text, owner uuid, metadata jsonb)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
storage,enforce_bucket_name_length(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
storage,extension(name text),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
storage,filename(name text),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
storage,foldername(name text),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
storage,"get_common_prefix(p_key text, p_prefix text, p_delimiter text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
storage,get_size_by_bucket(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
storage,"list_multipart_uploads_with_delimiter(bucket_id text, prefix_param text, delimiter_param text, max_keys integer, next_key_token text, next_upload_token text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
storage,"list_objects_with_delimiter(_bucket_id text, prefix_param text, delimiter_param text, max_keys integer, start_after text, next_token text, sort_order text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
storage,operation(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
storage,protect_delete(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
storage,"search(prefix text, bucketname text, limits integer, levels integer, offsets integer, search text, sortcolumn text, sortorder text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
storage,"search_by_timestamp(p_prefix text, p_bucket_id text, p_limit integer, p_level integer, p_start_after text, p_sort_order text, p_sort_column text, p_sort_column_after text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
storage,"search_v2(prefix text, bucket_name text, limits integer, levels integer, start_after text, sort_order text, sort_column text, sort_column_after text)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
storage,update_updated_at_column(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
vault,"_crypto_aead_det_decrypt(message bytea, additional bytea, key_id bigint, context bytea, nonce bytea)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
vault,"_crypto_aead_det_encrypt(message bytea, additional bytea, key_id bigint, context bytea, nonce bytea)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
vault,_crypto_aead_det_noncegen(),FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
vault,"create_secret(new_secret text, new_name text, new_description text, new_key_id uuid)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
vault,"update_secret(secret_id uuid, new_secret text, new_name text, new_description text, new_key_id uuid)",FUNCTION,UNKNOWN_FAIL_CLOSED,function lineage and write behavior not certified for MLB clean room,REQUIRES_BLOCKER_RESOLUTION
cron,job.cron_job_policy,RLS_POLICY,UNKNOWN_FAIL_CLOSED,policy outside source-data boundary,REQUIRES_BLOCKER_RESOLUTION
cron,job_run_details.cron_job_run_details_policy,RLS_POLICY,UNKNOWN_FAIL_CLOSED,policy outside source-data boundary,REQUIRES_BLOCKER_RESOLUTION
